channel,spend,median,lo,hi,current_spend,observed_max_spend,true,inside
Radio,18921.825,10563.032726730205,7784.868854734229,14577.878999125714,3003.9679487179487,12938.0,9355.35528358675,True
Radio,19407.0,10675.916476669969,7823.272708490989,14787.27343148209,3003.9679487179487,12938.0,9412.328208198482,True
Print,0.0,0.0,0.0,0.0,2454.519230769231,10066.0,0.0,True
Print,377.475,754.6240176632998,181.63722202860197,1996.7939088202152,2454.519230769231,10066.0,583.375943412724,True
Print,754.95,1538.4625298308938,577.1485119149918,3050.771762181269,2454.519230769231,10066.0,1260.7286614681266,True
Print,1132.4250000000002,2272.859254128688,1080.7674240485933,3848.6060261017637,2454.519230769231,10066.0,1924.1466149952598,True
Print,1509.9,2979.6014655562963,1689.0966726755748,4588.047837891529,2454.519230769231,10066.0,2548.9571644663447,True
Print,1887.375,3642.3416853563326,2307.543164690988,5194.460637035072,2454.519230769231,10066.0,3127.625184962429,True
Print,2264.8500000000004,4256.970347096218,2917.4070805118113,5713.938660404642,2454.519230769231,10066.0,3659.281268123977,True
Print,2642.3250000000003,4838.890915348293,3466.769387097695,6198.168936701411,2454.519230769231,10066.0,4145.937913208099,True
Print,3019.8,5370.025923473257,3996.7972392094016,6729.173717774551,2454.519230769231,10066.0,4590.811392322225,True
Print,3397.275,5868.829279205607,4502.7409237925995,7194.670736501255,2454.519230769231,10066.0,4997.514383676598,True
Print,3774.75,6334.6044962880205,4945.134819925151,7670.078328475994,2454.519230769231,10066.0,5369.658823357313,True
Print,4152.225,6755.305833971445,5332.76319861,8123.311438178823,2454.519230769231,10066.0,5710.665564376343,True
Print,4529.700000000001,7135.535198904894,5711.198094341899,8613.353398820605,2454.519230769231,10066.0,6023.681812319097,True
Print,4907.175,7512.87174392539,6059.626375791266,9068.16818554563,2454.519230769231,10066.0,6311.555214032403,True
Print,5284.650000000001,7853.0021908001145,6360.185955187129,9437.321043437176,2454.519230769231,10066.0,6576.837261915888,True
Print,5662.125,8177.144396683903,6644.66932227472,9858.24889889655,2454.519230769231,10066.0,6821.80111535648,True
Print,6039.6,8487.150041430126,6883.91075707826,10249.883332965841,2454.519230769231,10066.0,7048.465675540107,True
Print,6417.075000000001,8779.016898385153,7083.787206534918,10598.94390734897,2454.519230769231,10066.0,7258.621479895802,True
Print,6794.55,9047.900683542357,7270.831927557499,10985.112657007448,2454.519230769231,10066.0,7453.85607597797,True
Print,7172.025000000001,9298.513241573306,7454.0808455513725,11349.706302323695,2454.519230769231,10066.0,7635.5777152303945,True
Print,7549.5,9551.720942740605,7618.823773485337,11680.246303932781,2454.519230769231,10066.0,7805.036869853044,True
Print,7926.975,9776.436921344008,7766.543356435226,12027.714935187152,2454.519230769231,10066.0,7963.345441883118,True
Print,8304.45,10001.293393745116,7899.41996264251,12327.65293678644,2454.519230769231,10066.0,8111.493728485126,True
Print,8681.925000000001,10209.255593110778,8001.1124846533,12676.030301379651,2454.519230769231,10066.0,8250.365303999319,True
Print,9059.400000000001,10415.550975108232,8131.616081458829,12976.859740376894,2454.519230769231,10066.0,8380.750019867992,True
Print,9436.875,10601.740771715802,8233.808989849527,13303.15975460506,2454.519230769231,10066.0,8503.355332935262,True
Print,9814.35,10788.628530462403,8333.426680120778,13593.461647101138,2454.519230769231,10066.0,8618.816165313743,True
Print,10191.825,10957.903403427146,8406.856661611888,13932.303702958403,2454.519230769231,10066.0,8727.70348348258,True
Print,10569.300000000001,11120.595934356032,8480.390737513068,14204.14054456159,2454.519230769231,10066.0,8830.531765381993,True
Print,10946.775000000001,11278.250887216,8538.263044552717,14481.817715070827,2454.519230769231,10066.0,8927.765504719511,True
Print,11324.25,11425.605875705975,8606.041161230303,14773.256565855358,2454.519230769231,10066.0,9019.82488295821,True
Print,11701.725,11565.30103621981,8649.361673136951,15028.6850030944,2454.519230769231,10066.0,9107.090722229548,True
Print,12079.2,11699.7536233096,8716.643610861856,15292.530074146323,2454.519230769231,10066.0,9189.908816986297,True
Print,12456.675000000001,11828.790966394274,8772.421385158104,15550.48142401235,2454.519230769231,10066.0,9268.593728625805,True
Print,12834.150000000001,11967.946374637246,8826.939645395976,15775.08751726207,2454.519230769231,10066.0,9343.432115483944,True
Print,13211.625,12084.740414127817,8892.355984501508,15984.751316641221,2454.519230769231,10066.0,9414.685660375586,True
Print,13589.1,12190.627174226182,8966.07912177022,16246.011850785542,2454.519230769231,10066.0,9482.593649065187,True
Print,13966.575,12294.26334752642,9022.38140346869,16494.310640049516,2454.519230769231,10066.0,9547.375245515175,True
Print,14344.050000000001,12401.172732003059,9071.16061026272,16733.028467408858,2454.519230769231,10066.0,9609.231503314413,True
Print,14721.525000000001,12506.368251067874,9106.619983046055,16933.73297455354,2454.519230769231,10066.0,9668.347147181837,True
Print,15099.0,12617.476197962804,9127.493241114655,17132.668689829574,2454.519230769231,10066.0,9724.892153737701,True
Paid Search,0.0,0.0,0.0,0.0,7584.525641025641,17848.0,0.0,True
Paid Search,669.3,1914.0722072143794,49.54179496864069,12317.294501077835,7584.525641025641,17848.0,3981.991038660877,True
Paid Search,1338.6,3521.8360199503927,187.08752447881034,16634.98790297801,7584.525641025641,17848.0,6529.8824251254455,True
Paid Search,2007.8999999999999,5001.440652177223,411.82201583278083,19328.327358422037,7584.525641025641,17848.0,8435.311283478737,True
Paid Search,2677.2,6314.038564344894,724.5535079709077,21572.935586161304,7584.525641025641,17848.0,9937.260337478054,True
Paid Search,3346.5,7483.147258964527,1097.5734023344917,23382.034810819263,7584.525641025641,17848.0,11160.762576049725,True
Paid Search,4015.7999999999997,8493.77655489296,1528.7310861107728,24842.50358969683,7584.525641025641,17848.0,12181.230614110831,True
Paid Search,4685.099999999999,9413.922064987139,1973.019384358972,26038.96463169769,7584.525641025641,17848.0,13047.907756291646,True
Paid Search,5354.4,10181.606558047928,2464.85473731927,26979.541516938414,7584.525641025641,17848.0,13794.713127108727,True
Paid Search,6023.7,10878.663524891326,2972.313031549669,27942.419805728765,7584.525641025641,17848.0,14445.950055054469,True
Paid Search,6693.0,11541.495935060228,3550.7787571230365,28793.457808115505,7584.525641025641,17848.0,15019.576339049148,True
Paid Search,7362.299999999999,12220.097091669284,4034.0263532866743,29493.36543267278,7584.525641025641,17848.0,15529.195994770591,True
Paid Search,8031.599999999999,12793.224442385821,4414.513946374795,30073.223705628847,7584.525641025641,17848.0,15985.330713905352,True
Paid Search,8700.9,13373.44633407453,4906.326508215232,30607.797119374543,7584.525641025641,17848.0,16396.26264921082,True
Paid Search,9370.199999999999,13905.946143282341,5352.3004791294,31162.713258923297,7584.525641025641,17848.0,16768.61066500396,True
Paid Search,10039.5,14422.6047606186,5824.3650705343325,31685.018143775007,7584.525641025641,17848.0,17107.73479395979,True
Paid Search,10708.8,14911.629866993135,6254.246016148234,32222.04491744857,7584.525641025641,17848.0,17418.02656164236,True
Paid Search,11378.099999999999,15342.847105021558,6662.564355192166,32714.303739851402,7584.525641025641,17848.0,17703.12149495332,True
Paid Search,12047.4,15742.86504240122,7040.3660445673895,33160.336931708385,7584.525641025641,17848.0,17966.0573666618,True
Paid Search,12716.699999999999,16130.82159615,7410.78749674179,33592.19570174677,7584.525641025641,17848.0,18209.393843383237,True
Paid Search,13386.0,16520.154611566206,7677.067129869865,33996.0418058902,7584.525641025641,17848.0,18435.304194408607,True
Paid Search,14055.3,16871.67135079203,8015.367516738091,34375.99031007556,7584.525641025641,17848.0,18645.646455741706,True
Paid Search,14724.599999999999,17172.101954240123,8379.15432025628,34730.8769160036,7584.525641025641,17848.0,18842.01927132415,True
Paid Search,15393.9,17459.410307766782,8640.885649949552,35057.09833565024,7584.525641025641,17848.0,19025.806158525924,True
Paid Search,16063.199999999999,17794.301899576843,8871.574095103368,35390.64307327856,7584.525641025641,17848.0,19198.21092577893,True
Paid Search,16732.5,18113.388370980676,9117.505957961846,35698.28857356632,7584.525641025641,17848.0,19360.286254572482,True
Paid Search,17401.8,18417.269917448575,9286.775737161826,35987.072433549125,7584.525641025641,17848.0,19512.956948129155,True
Paid Search,18071.1,18694.303291604272,9511.981820252719,36258.402942718734,7584.525641025641,17848.0,19657.0389808952,True
Paid Search,18740.399999999998,18966.37325910748,9683.557444204165,36492.32975167092,7584.525641025641,17848.0,19793.25521383964,True
Paid Search,19409.699999999997,19189.37329172774,9883.673246633494,36770.12179806408,7584.525641025641,17848.0,19922.248441572232,True
Paid Search,20079.0,19420.829449449713,10055.703116027984,37012.69211097885,7584.525641025641,17848.0,20044.59228862153,True
Paid Search,20748.3,19715.276111679595,10209.471099378441,37241.13358850362,7584.525641025641,17848.0,20160.800360047226,True
Paid Search,21417.6,19930.743543676508,10308.53000376563,37460.760159635545,7584.525641025641,17848.0,20271.333966159647,True
Paid Search,22086.899999999998,20231.121471205326,10395.678251427444,37554.740629087784,7584.525641025641,17848.0,20376.608675540545,True
Paid Search,22756.199999999997,20458.88402123878,10516.44729998056,37665.472955880075,7584.525641025641,17848.0,20476.99989979956,True
Paid Search,23425.5,20645.878445401257,10617.059310240693,37851.01912581109,7584.525641025641,17848.0,20572.847673914952,True
Paid Search,24094.8,20852.833252601493,10733.618380445185,38095.86042664963,7584.525641025641,17848.0,20664.46076491801,True
Paid Search,24764.1,21062.15398458906,10831.302320579229,38333.42148729056,7584.525641025641,17848.0,20752.12021710077,True
Paid Search,25433.399999999998,21296.587657820914,10933.084028810286,38564.08291999404,7584.525641025641,17848.0,20836.082422371244,True
Paid Search,26102.699999999997,21453.056904349993,11015.575627685772,38783.14439718428,7584.525641025641,17848.0,20916.58178872944,True
Paid Search,26772.0,21601.76308613328,11099.3732024292,38946.45704169071,7584.525641025641,17848.0,20993.833067240546,True
Paid Social,0.0,0.0,0.0,0.0,6049.429487179487,13087.0,0.0,True
Paid Social,490.7625,2231.2006442535167,54.84782091194683,13419.441851933349,6049.429487179487,13087.0,1844.6192926790307,True
Paid Social,981.525,3910.159640386245,191.48963190419153,17379.13747558871,6049.429487179487,13087.0,3285.2377259972886,True
Paid Social,1472.2875,5325.863290734618,397.13884639311186,20224.46918942221,6049.429487179487,13087.0,4441.479399572128,True
Paid Social,1963.05,6383.985525335512,628.3820840604081,23159.45567956214,6049.429487179487,13087.0,5389.983617210166,True
Paid Social,2453.8125,7318.572223530373,887.9890969946015,25169.41401623092,6049.429487179487,13087.0,6182.120699971657,True
Paid Social,2944.575,8055.826839414478,1179.4085015479727,26765.36194329105,6049.429487179487,13087.0,6853.613310420004,True
Paid Social,3435.3375,8672.823014620455,1460.697247552637,28135.081177201067,6049.429487179487,13087.0,7430.072797466598,True
Paid Social,3926.1,9221.104406799599,1735.5300738124802,29000.82015382413,6049.429487179487,13087.0,7930.340286287553,True
Paid Social,4416.8625,9734.599701382213,2013.4908451825613,29712.32992728036,6049.429487179487,13087.0,8368.58509289507,True
Paid Social,4907.625,10148.827587529915,2262.445329498622,30503.638834492158,6049.429487179487,13087.0,8755.668217837974,True
Paid Social,5398.3875,10548.365192994828,2501.7699580928092,31101.99927328469,6049.429487179487,13087.0,9100.054644731981,True
Paid Social,5889.15,10949.484354888156,2745.315121816877,31613.44258250781,6049.429487179487,13087.0,9408.439528604826,True
Paid Social,6379.912499999999,11321.11911277425,2952.446932016806,32237.162757409205,6049.429487179487,13087.0,9686.18775722963,True
Paid Social,6870.675,11633.189941788765,3185.4354861795346,32670.50814880084,6049.429487179487,13087.0,9937.648706569245,True
Paid Social,7361.4375,11936.700911117226,3398.6501477413744,32984.81865951786,6049.429487179487,13087.0,10166.385664880916,True
Paid Social,7852.2,12223.35810919746,3570.1500094847142,33267.21404827494,6049.429487179487,13087.0,10375.345747960748,True
Paid Social,8342.9625,12466.678819919456,3734.760990716267,33533.06267571104,6049.429487179487,13087.0,10566.987567511087,True
Paid Social,8833.725,12717.548191981177,3888.610533414735,33714.332642899855,6049.429487179487,13087.0,10743.37841973937,True
Paid Social,9324.4875,12911.158967781972,4078.2639622778847,33823.87959931975,6049.429487179487,13087.0,10906.26915890401,True
Paid Social,9815.25,13112.588704912383,4220.893217058093,33980.32947756622,6049.429487179487,13087.0,11057.152513095885,True
Paid Social,10306.012499999999,13286.485239636771,4336.5291508503215,34144.19308693223,6049.429487179487,13087.0,11197.308962308993,True
Paid Social,10796.775,13476.71916707748,4487.695939978699,34257.3466965142,6049.429487179487,13087.0,11327.84316742762,True
Paid Social,11287.5375,13625.833009292135,4622.457091118616,34365.53033278939,6049.429487179487,13087.0,11449.713145275204,True
Paid Social,11778.3,13801.127229880945,4713.673626030822,34558.07998276977,6049.429487179487,13087.0,11563.75382077849,True
Paid Social,12269.0625,13935.887373103997,4846.160186800387,34721.29042326056,6049.429487179487,13087.0,11670.69618120925,True
Paid Social,12759.824999999999,14079.541409252,4995.610527760888,34933.76804772911,6049.429487179487,13087.0,11771.182961686241,True
Paid Social,13250.5875,14212.273097274889,5114.137904276564,35086.826905515954,6049.429487179487,13087.0,11865.781573332877,True
Paid Social,13741.35,14351.786865250457,5213.225953704608,35243.81469796705,6049.429487179487,13087.0,11954.9948234912,True
Paid Social,14232.1125,14485.174856830216,5294.304085129857,35275.436145262756,6049.429487179487,13087.0,12039.269855748997,True
Paid Social,14722.875,14589.657790740164,5392.159767455521,35362.868667027295,6049.429487179487,13087.0,12119.005645377034,True
Paid Social,15213.637499999999,14688.88534639269,5457.001433522536,35496.98802891608,6049.429487179487,13087.0,12194.559315365597,True
Paid Social,15704.4,14855.19644215676,5507.3415766037915,35624.4782722844,6049.429487179487,13087.0,12266.251484034909,True
Paid Social,16195.1625,14975.48058964191,5557.129466791383,35680.18579615971,6049.429487179487,13087.0,12334.37081313749,True
Paid Social,16685.925,15086.688163070992,5588.980448100774,35737.532493467785,6049.429487179487,13087.0,12399.177892516693,True
Paid Social,17176.6875,15165.155049966335,5659.73951163067,35804.18504148923,6049.429487179487,13087.0,12460.90857154948,True
Paid Social,17667.45,15267.5581167511,5732.202546871089,35913.98373156632,6049.429487179487,13087.0,12519.77682715679,True
Paid Social,18158.212499999998,15357.204141940409,5773.683347063381,36014.31474827009,6049.429487179487,13087.0,12575.977241889192,True
Paid Social,18648.975,15452.71650785947,5806.584591712274,36110.75190312376,6049.429487179487,13087.0,12629.68715256575,True
Paid Social,19139.7375,15528.422312322884,5881.243068260441,36193.30312341159,6049.429487179487,13087.0,12681.068519456112,True
Paid Social,19630.5,15626.77911800543,5912.341004545417,36269.382081495256,6049.429487179487,13087.0,12730.269557510646,True
