week,week_start,revenue,spend_TV,spend_Out-of-home,spend_Print,spend_Facebook,spend_Search,competitor_sales
28,2016-05-30,869198.333333334,0.0,0.0,0.0,0.0,1346.66666666667,0.5227943265457785
29,2016-06-06,727250.0,0.0,0.0,0.0,0.0,1200.0,0.4383250422572377
30,2016-06-13,753730.0,0.0,0.0,0.0,0.0,1520.0,0.45441579691204476
31,2016-06-20,999196.666666667,20472.3866666667,123908.266666667,0.0,2553.15584799705,1626.66666666667,0.5439399519326689
32,2016-06-27,845843.333333333,0.0,0.0,0.0,0.0,1506.66666666667,0.5104094057137386
33,2016-07-04,1126016.66666667,10121.0133333333,0.0,5168.4,0.0,1746.66666666667,0.6301479427397219
34,2016-07-11,1140978.33333333,0.0,0.0,0.0,0.0,1906.66666666667,0.6874521270852273
35,2016-07-18,1242656.66666667,1900.41333333333,319643.2,4780.66666666667,3552.81495682237,1426.66666666667,0.6905898883451905
36,2016-07-25,1293483.33333333,0.0,0.0,0.0,0.0,1946.66666666667,0.7777198685056056
37,2016-08-01,1484843.33333333,28180.2533333333,164217.066666667,0.0,5102.03141577443,2280.0,0.7939065057194874
38,2016-08-08,1485698.33333333,0.0,0.0,807.777777777777,0.0,2533.33333333333,0.8922211593104935
39,2016-08-15,1556608.33333333,28630.68,0.0,0.0,1011.87769166753,0.0,0.8598883325159367
40,2016-08-22,1391206.66666667,0.0,0.0,13979.7333333333,641.83938513355,0.0,0.7962194241737008
41,2016-08-29,2018783.33333333,23991.16,159645.866666667,0.0,0.0,3080.0,1.0951595749935772
42,2016-09-05,2170721.66666667,21261.84,87810.1333333333,3081.37777777777,62.7969109801743,3173.33333333333,1.176010782377826
43,2016-09-12,2247670.0,0.0,160115.733333333,0.0,0.0,3333.33333333333,1.32015856319506
44,2016-09-19,2192026.66666667,0.0,32694.4,25536.6222222223,4537.61809931117,3400.0,1.2012959702257082
45,2016-09-26,1895213.33333333,0.0,162375.466666667,0.0,0.0,2973.33333333333,1.113853423756897
46,2016-10-03,2232910.0,144536.64,121869.866666667,9813.15555555556,3147.16769281009,3373.33333333333,1.1547934707838685
47,2016-10-10,2406035.0,0.0,0.0,10723.7777777778,3614.16669566233,3986.66666666667,1.3925365331318915
48,2016-10-17,2252445.0,81389.3466666667,29795.7333333333,0.0,5324.417293529,3720.0,1.2159656406245498
49,2016-10-24,2663125.0,0.0,158912.533333333,9360.97777777777,5865.92293671003,4080.0,1.5089563779672281
50,2016-10-31,2974771.66666667,93994.7866666667,0.0,0.0,6407.42857989107,4893.33333333333,1.6138632734917522
51,2016-11-07,2826128.33333333,0.0,142602.133333333,11543.8222222222,6954.9446522006,4160.0,1.5948295923815798
52,2016-11-14,3182900.0,52324.3866666667,0.0,0.0,5332.015383182,0.0,1.7306935534622616
53,2016-11-21,2964696.66666667,6957.05333333333,145018.133333333,7293.06666666667,6682.09385063127,0.0,1.6304471642460563
54,2016-11-28,2848525.0,0.0,0.0,4142.93333333333,4731.87970491727,9533.33333333333,1.6854698492809996
55,2016-12-05,2740160.0,14254.4,239080.533333333,0.0,1656.46786461852,8400.0,1.486901583682144
56,2016-12-12,2380508.33333333,0.0,0.0,0.0,3030.36123993544,7346.66666666667,1.4273209559802276
57,2016-12-19,2230915.0,0.0,334920.0,0.0,1011.87769166753,6893.33333333333,1.2870005324551714
58,2016-12-26,3659425.0,107721.013333333,0.0,0.0,7226.54800621497,7733.33333333333,1.395867865207915
59,2017-01-02,2827008.33333333,41054.3466666667,453696.0,27998.1333333333,4281.21092460283,7373.33333333333,1.3539718817068547
60,2017-01-09,2042143.33333333,0.0,0.0,0.0,5472.97695689383,7080.0,1.2306744946680606
61,2017-01-16,2113358.33333333,5913.29333333333,0.0,1535.64444444444,5987.71917980457,6706.66666666667,1.2099996147265706
62,2017-01-23,2179918.33333333,0.0,0.0,10780.9777777778,6502.4614027153,7000.0,1.2636322735096182
63,2017-01-30,2370613.33333333,40244.96,0.0,0.0,4280.64390298693,7226.66666666667,1.2815623120565807
64,2017-02-06,1814556.66666667,0.0,0.0,0.0,0.0,5586.66666666667,1.0922088840371946
65,2017-02-13,1951668.33333333,0.0,127723.733333333,0.0,8260.4552206404,0.0,1.1358563945119353
66,2017-02-20,1918238.33333333,0.0,0.0,10691.0222222222,0.0,0.0,1.1082721920837544
67,2017-02-27,1472390.0,0.0,0.0,0.0,13900.6192339616,4506.66666666667,0.8671062487756196
68,2017-03-06,1477865.0,0.0,0.0,14027.7777777777,0.0,4666.66666666667,0.8466458857459578
69,2017-03-13,1300166.66666667,10360.88,0.0,0.0,0.0,4213.33333333333,0.7438243907388601
70,2017-03-20,1160205.0,0.0,0.0,19853.8222222223,0.0,3773.33333333333,0.6533688567357367
71,2017-03-27,1356871.66666667,0.0,24476.2666666667,0.0,2615.86843871519,4800.0,0.8083826053022687
72,2017-04-03,1355833.33333333,0.0,0.0,0.0,0.0,4560.0,0.8167874067988589
73,2017-04-10,1176266.66666667,0.0,500361.6,0.0,0.0,3666.66666666667,0.6701215802447203
74,2017-04-17,1955281.66666667,7469.05333333333,0.0,0.0,0.0,3546.66666666667,0.5521616556610826
75,2017-04-24,1029928.33333333,0.0,296154.666666667,0.0,0.0,3266.66666666667,0.5975675547615654
76,2017-05-01,2263143.33333333,36622.92,0.0,0.0,0.0,2600.0,0.5104460613813322
77,2017-05-08,813771.666666667,0.0,306346.133333333,0.0,0.0,2680.0,0.470353247814207
78,2017-05-15,880871.666666667,0.0,0.0,0.0,0.0,0.0,0.5309647484535196
79,2017-05-22,919185.0,0.0,41006.4,0.0,3978.53478603737,0.0,0.5462203678244842
80,2017-05-29,826321.666666667,0.0,0.0,7174.71111111111,0.0,2173.33333333333,0.4841186246992146
81,2017-06-05,833798.333333333,9125.46666666667,42486.9333333333,0.0,3092.05319174496,2680.0,0.47123749808122894
82,2017-06-12,746271.666666667,0.0,0.0,0.0,0.0,2226.66666666667,0.4490913354818476
83,2017-06-19,1036406.66666667,36259.68,0.0,0.0,31.2705091363358,3173.33333333333,0.5686545392406718
84,2017-06-26,927931.666666667,0.0,158632.0,4659.42222222223,0.0,2666.66666666667,0.5350412920574172
85,2017-07-03,1126943.33333333,4560.76,0.0,9573.06666666667,6650.1138314947,3786.66666666667,0.6293100989090129
86,2017-07-10,1184220.0,0.0,0.0,0.0,0.0,3720.0,0.7133528773509731
87,2017-07-17,1315508.33333333,9863.8,108181.333333333,24957.5111111111,0.0,3853.33333333333,0.6863078563190198
88,2017-07-24,1279360.0,0.0,0.0,0.0,0.0,3866.66666666667,0.7700124275422477
89,2017-07-31,1455811.66666667,11384.92,205440.0,1452.44444444444,0.0,4533.33333333333,0.7998241389134515
90,2017-08-07,1553355.0,0.0,104866.133333333,9467.24444444444,0.0,5360.0,0.8878587737272828
91,2017-08-14,1374855.0,34047.0533333333,0.0,0.0,0.0,0.0,0.7581823976782613
92,2017-08-21,1970110.0,0.0,0.0,11348.1777777778,1342.67810238147,0.0,1.133259800915902
93,2017-08-28,2336431.66666667,117889.12,0.0,0.0,898.926985780967,7000.0,1.2658012778403243
94,2017-09-04,2002065.0,0.0,0.0,0.0,0.0,6493.33333333333,1.2060691520836737
95,2017-09-11,2027418.33333333,48869.2666666667,150164.8,4610.35555555556,621.76681993082,5586.66666666667,1.063592905822662
96,2017-09-18,1886570.0,0.0,0.0,0.0,0.0,6440.0,1.135750400044559
97,2017-09-25,2529721.66666667,83663.84,144563.733333333,0.0,2529.00072715986,7640.0,1.338142592109562
98,2017-10-02,2357930.0,111304.453333333,58363.2,0.0,0.0,7346.66666666667,1.4082769823919625
99,2017-10-09,3003391.66666667,44637.7866666667,327236.266666667,18504.9333333333,5348.57241436617,8013.33333333333,1.4712404045603664
100,2017-10-16,2283685.0,0.0,0.0,0.0,4190.37406173623,7586.66666666667,1.3754120164230308
101,2017-10-23,2584721.66666667,44360.5066666667,46091.2,0.0,4731.87970491727,7920.0,1.400507786560048
102,2017-10-30,2565400.0,4645.22666666667,0.0,0.0,5273.3853480983,8466.66666666667,1.5001563091979178
103,2017-11-06,3407085.0,21149.0133333333,318524.266666667,23039.9111111111,3552.81495682237,9826.66666666667,1.6763203779659086
104,2017-11-13,2803291.66666667,0.0,0.0,0.0,7600.1018467675,0.0,1.6893076796210618
105,2017-11-20,3303155.0,55227.3333333333,105305.066666667,1346.08888888889,3279.96415525302,0.0,1.744666043897662
106,2017-11-27,3103743.33333333,0.0,0.0,9601.77777777777,2463.79324133178,15013.3333333333,1.802942777138038
107,2017-12-04,2793875.0,28923.5466666667,87842.1333333333,0.0,1656.46786461852,12733.3333333333,1.522205686389269
108,2017-12-11,2260396.66666667,0.0,0.0,0.0,3030.36123993544,11120.0,1.3622497426403009
109,2017-12-18,2399176.66666667,63749.0533333333,91841.6,0.0,1011.87769166753,11666.6666666667,1.3122456338094293
110,2017-12-25,3827520.0,90415.72,0.0,15034.4444444444,7226.54800621497,10080.0,1.234016480361759
111,2018-01-01,3109461.66666667,0.0,0.0,5291.68888888889,4281.21092460283,10653.3333333333,1.244384256057409
112,2018-01-08,2228128.33333333,0.0,3947.2,0.0,5472.97695689383,10840.0,1.3281529295564776
113,2018-01-15,2202593.33333333,39089.24,0.0,15480.6666666667,0.0,10080.0,1.148494474191099
114,2018-01-22,1918293.33333333,0.0,56811.2,19347.4222222223,0.0,9226.66666666667,1.072052239396165
115,2018-01-29,1862458.33333333,25169.2,0.0,0.0,0.0,8960.0,1.0330822087901061
116,2018-02-05,1975951.66666667,0.0,0.0,4746.8,472.98034791961,10613.3333333333,1.1678468609825645
117,2018-02-12,1827318.33333333,9165.21333333333,54185.6,0.0,0.0,0.0,1.0381173974149593
118,2018-02-19,1656268.33333333,0.0,0.0,6311.42222222223,0.0,0.0,0.9732240453192672
119,2018-02-26,1703790.0,12356.1066666667,56171.2,10002.8,0.0,7413.33333333333,0.9234369813772992
120,2018-03-05,1488115.0,0.0,0.0,0.0,0.0,7360.0,0.8958531400887003
121,2018-03-12,1727330.0,53120.2533333333,90604.2666666667,20486.8,0.0,7080.0,0.8710477261757736
122,2018-03-19,1208246.66666667,0.0,0.0,0.0,0.0,5960.0,0.7288237359129301
123,2018-03-26,1388960.0,19743.84,81915.2,2989.15555555556,0.0,6333.33333333333,0.7568407641303805
124,2018-04-02,2408331.66666667,0.0,0.0,0.0,0.0,5520.0,0.6471612284572643
125,2018-04-09,1131721.66666667,0.0,11257.6,0.0,0.0,5973.33333333333,0.6809866451450626
126,2018-04-16,950015.0,0.0,0.0,0.0,2113.26047838464,4973.33333333333,0.5719569801501191
127,2018-04-23,801298.333333333,0.0,158353.6,0.0,0.0,3693.33333333333,0.4702772279321535
128,2018-04-30,779838.333333334,0.0,0.0,0.0,12800.5972991227,3173.33333333333,0.46029713557799756
129,2018-05-07,889546.666666667,0.0,59674.1333333333,0.0,0.0,4720.0,0.5304096769156749
130,2018-05-14,862850.0,0.0,0.0,6803.64444444444,13040.4474426468,0.0,0.4969361907507326
131,2018-05-21,2601601.66666667,947.106666666667,26288.5333333333,0.0,0.0,0.0,0.5563115106001673
132,2018-05-28,905008.333333334,0.0,0.0,4205.42222222223,1009.04258358804,4640.0,0.53397249946389
133,2018-06-04,910551.666666667,0.0,0.0,0.0,0.0,4720.0,0.5481230317133161
134,2018-06-11,923853.333333333,8314.68,0.0,5424.66666666667,0.0,4533.33333333333,0.5210628428189105
135,2018-06-18,982420.0,0.0,17462.9333333333,0.0,0.0,5413.33333333333,0.5892598998125876
136,2018-06-25,1056811.66666667,0.0,0.0,10384.1333333333,3756.94273854507,5160.0,0.6083649059902448
137,2018-07-02,932326.666666667,14621.9466666667,168101.333333333,0.0,0.0,3933.33333333333,0.5127987051895879
138,2018-07-09,1126221.66666667,0.0,0.0,11487.9111111111,8079.80213381583,5186.66666666667,0.6420996766429103
139,2018-07-16,1140006.66666667,8855.78666666667,59517.8666666667,0.0,0.0,5146.66666666667,0.648246994611155
140,2018-07-23,1479303.33333333,9728.89333333333,0.0,5172.66666666667,0.0,6920.0,0.8317266678958145
141,2018-07-30,1647193.33333333,0.0,0.0,0.0,0.0,7746.66666666667,0.9921528153808098
142,2018-08-06,2009478.33333333,13041.4933333333,92574.4,7200.13333333333,0.0,8773.33333333333,1.0916016278297218
143,2018-08-13,1523443.33333333,0.0,0.0,0.0,4450.75038775587,0.0,0.9092239719801521
144,2018-08-20,1420118.33333333,61563.12,106432.0,0.0,0.0,0.0,0.759948731374812
145,2018-08-27,1673551.66666667,0.0,0.0,0.0,4508.4731882541,8586.66666666667,1.0006553051343856
146,2018-09-03,2061091.66666667,11661.4133333333,68213.3333333333,772.444444444444,0.0,9733.33333333333,1.1551741119035095
147,2018-09-10,2144110.0,0.0,0.0,536.0,0.0,10506.6666666667,1.28884360831294
148,2018-09-17,2058653.33333333,0.0,46120.5333333333,9685.06666666667,3402.89444157937,9360.0,1.1811608133898195
149,2018-09-24,2208345.0,887.933333333333,29320.0,0.0,0.0,10893.3333333333,1.315171586704431
150,2018-10-01,2603008.33333333,156703.44,26227.2,2698.44444444444,916.844868843293,12346.6666666667,1.423791719413157
151,2018-10-08,2313193.33333333,0.0,0.0,2589.82222222223,2015.84616477365,11493.3333333333,1.3742569114693572
152,2018-10-15,2813106.66666667,44489.52,63107.2,1039.11111111111,2442.58663289726,12760.0,1.5103072205744552
153,2018-10-22,2665110.0,0.0,0.0,0.0,0.0,13493.3333333333,1.606852470782462
154,2018-10-29,2947875.0,25289.9733333333,0.0,2128.13333333333,7931.80949206687,13800.0,1.6048696339063813
155,2018-11-05,2768941.66666667,0.0,145392.0,1455.51111111111,0.0,14053.3333333333,1.621945938481018
156,2018-11-12,2666240.0,57350.92,0.0,0.0,8728.47486240127,0.0,1.4370883371204664
157,2018-11-19,2559550.0,0.0,47053.3333333333,0.0,0.0,0.0,1.5290137092231524
158,2018-11-26,2653766.66666667,53525.2,0.0,15129.4666666667,7003.5951068445,16000.0,1.3609171375819749
159,2018-12-03,2144703.33333333,0.0,53558.9333333333,0.0,0.0,13986.6666666667,1.281553825276399
160,2018-12-10,2451681.66666667,0.0,0.0,6282.66666666667,0.0,15773.3333333333,1.4426341771145534
161,2018-12-17,2469486.66666667,0.0,15363.7333333333,0.0,0.0,15546.6666666667,1.4835106635750572
162,2018-12-24,3208150.0,158046.573333333,0.0,7451.95555555556,9068.00740600003,17146.6666666667,1.4672386168499847
163,2018-12-31,2746851.66666667,51379.9066666667,0.0,0.0,0.0,14493.3333333333,1.3206952166142125
164,2019-01-07,2566165.0,0.0,329.6,903.6,1475.81477779394,17026.6666666667,1.5345313803298277
165,2019-01-14,2554828.33333333,11583.9733333333,0.0,735.111111111111,0.0,16293.3333333333,1.4495416939033337
166,2019-01-21,1959706.66666667,0.0,27275.2,2920.22222222223,2861.5022027215,13813.3333333333,1.1555701014553943
167,2019-01-28,2424486.66666667,31676.4,0.0,0.0,0.0,15200.0,1.3390739710920612
168,2019-02-04,1953060.0,0.0,0.0,4272.04444444444,0.0,13920.0,1.1549272729990745
169,2019-02-11,2086935.0,12722.84,0.0,1191.91111111111,2110.31196598198,0.0,1.172405525928702
170,2019-02-18,1675816.66666667,0.0,0.0,501.688888888889,0.0,0.0,1.0090590232122292
171,2019-02-25,1976413.33333333,18120.96,30883.2,645.822222222223,0.0,12186.6666666667,1.0976263389098089
172,2019-03-04,1480760.0,0.0,0.0,0.0,0.0,9946.66666666667,0.8908222851388335
173,2019-03-11,1425500.0,5490.32,0.0,0.0,0.0,9040.0,0.8301372925945429
174,2019-03-18,1156860.0,0.0,0.0,0.0,6120.74245089387,7160.0,0.6895958516451791
175,2019-03-25,1252230.0,3483.38666666667,5765.33333333333,0.0,0.0,7973.33333333333,0.737304557291574
176,2019-04-01,1209373.33333333,0.0,0.0,0.0,3308.65544901738,7880.0,0.7253795477174685
177,2019-04-08,1183801.66666667,47889.8133333333,2057.06666666667,0.0,0.0,7453.33333333333,0.6479387619777455
178,2019-04-15,918593.333333333,0.0,0.0,2996.22222222223,0.0,6400.0,0.5464980841631977
179,2019-04-22,2303595.0,4878.4,0.0,0.0,1596.9305949494,6266.66666666667,0.5671061532819801
180,2019-04-29,890675.0,0.0,0.0,12465.9111111111,2513.12412191477,5626.66666666667,0.510731542221063
181,2019-05-06,989913.333333334,3695.89333333333,0.0,0.0,0.0,7280.0,0.5817857550193323
182,2019-05-13,915791.666666667,0.0,0.0,2123.73333333333,6455.05839562637,0.0,0.5404291334842908
183,2019-05-20,746205.0,29240.3866666667,5769.06666666667,3789.55555555556,0.0,0.0,0.40647578136324947
184,2019-05-27,723785.0,0.0,3667.73333333333,0.0,0.0,5213.33333333333,0.4356358163583695
185,2019-06-03,903125.0,0.0,0.0,1391.91111111111,0.0,6200.0,0.5398300029174175
186,2019-06-10,672250.0,0.0,0.0,0.0,49.528605168199,4146.66666666667,0.40451876596729613
187,2019-06-17,739783.333333334,0.0,0.0,0.0,0.0,4813.33333333333,0.44559424033759326
188,2019-06-24,831833.333333334,6160.48,0.0,0.0,0.0,4933.33333333333,0.48250649760426423
189,2019-07-01,939896.666666667,0.0,0.0,0.0,0.0,6386.66666666667,0.5655796162680117
190,2019-07-08,946510.0,5270.36,0.0,0.0,0.0,6133.33333333333,0.5525468110255012
191,2019-07-15,1063913.33333333,0.0,66465.0666666667,0.0,0.0,7720.0,0.6329222170101987
192,2019-07-22,1278223.33333333,12049.5066666667,0.0,0.0,2860.14135084335,8520.0,0.7230144445936267
193,2019-07-29,1500828.33333333,0.0,38432.5333333333,0.0,0.0,9520.0,0.8996127837092157
194,2019-08-05,1843118.33333333,13009.9733333333,0.0,0.0,15400.3914080076,10813.3333333333,1.0243296298758553
195,2019-08-12,1443773.33333333,0.0,33946.6666666667,0.0,0.0,0.0,0.8637063001789776
196,2019-08-19,1397435.0,0.0,0.0,3220.26666666667,9744.91781105713,0.0,0.8162213205037571
197,2019-08-26,1930413.33333333,0.0,38522.1333333333,0.0,0.0,12986.6666666667,1.1552402004470526
198,2019-09-02,2106968.33333333,226.413333333333,0.0,13731.1555555556,4037.9586513833,12800.0,1.1985684635311267
199,2019-09-09,2233758.33333333,49267.8,4244.8,0.0,0.0,13760.0,1.223335777218131
200,2019-09-16,2575148.33333333,0.0,11461.8666666667,14604.3111111111,1330.88405277083,16093.3333333333,1.4656069882175953
201,2019-09-23,2510951.66666667,27816.9466666667,0.0,0.0,0.0,15426.6666666667,1.3909166415359238
202,2019-09-30,2275620.0,0.0,31455.4666666667,19608.9333333333,0.0,14680.0,1.2748436712692923
203,2019-10-07,2505161.66666667,19263.9466666667,0.0,0.0,13859.7936776171,15346.6666666667,1.3730079102243111
204,2019-10-14,2456240.0,0.0,32230.9333333333,20496.4888888889,0.0,14946.6666666667,1.3746348440421319
205,2019-10-21,2182825.0,20655.68,0.0,0.0,4454.15251745123,13826.6666666667,1.2101186102189063
206,2019-10-28,2377706.66666667,2931.0,7516.8,2330.13333333333,0.0,15293.3333333333,1.3883866781928067
207,2019-11-04,2732825.0,2993.73333333333,0.0,3206.84444444444,0.0,17880.0,1.5918509131075766
208,2019-11-11,2767788.33333333,0.0,0.0,0.0,12206.3586456633,0.0,1.6373633483848093
