week_start,channel,spend_eur,impressions,platform_conversions,platform_revenue_eur
2022-05-23,radio,0,,,
2022-05-30,search_brand,735,61250,39,3681.183028
2022-05-30,search_generic,2747,137350,113,10754.147152
2022-05-30,meta,2754,459000,116,11025.052564
2022-05-30,display_video,1519,379750,74,7045.837993
2022-05-30,print_regional,0,,,
2022-05-30,radio,0,,,
2022-06-06,search_brand,784,65333,39,3659.925974
2022-06-06,search_generic,2716,135800,111,10523.888241
2022-06-06,meta,1941,323500,108,10225.323671
2022-06-06,display_video,1016,254000,69,6576.620102
2022-06-06,print_regional,5383,,,
2022-06-06,radio,0,,,
2022-06-13,search_brand,651,54250,35,3293.081146
2022-06-13,search_generic,2676,133800,110,10427.328100
2022-06-13,meta,3548,591333,123,11661.429817
2022-06-13,display_video,1311,327750,71,6754.568877
2022-06-13,print_regional,4823,,,
2022-06-13,radio,0,,,
2022-06-20,search_brand,672,56000,37,3507.127229
2022-06-20,search_generic,2508,125400,108,10292.081777
2022-06-20,meta,1377,229500,104,9910.174714
2022-06-20,display_video,1416,354000,74,7009.401887
2022-06-20,print_regional,0,,,
2022-06-20,radio,0,,,
2022-06-27,search_brand,749,62417,39,3726.486620
2022-06-27,search_generic,2121,106050,100,9547.386544
2022-06-27,meta,2104,350667,107,10155.534299
2022-06-27,display_video,1276,319000,73,6931.705970
2022-06-27,print_regional,0,,,
2022-06-27,radio,0,,,
2022-07-04,search_brand,673,56083,37,3485.966437
2022-07-04,search_generic,2634,131700,108,10276.763339
2022-07-04,meta,2431,405167,112,10611.336678
2022-07-04,display_video,1185,296250,71,6770.627036
2022-07-04,print_regional,0,,,
2022-07-04,radio,0,,,
2022-07-11,search_brand,666,55500,36,3448.841613
2022-07-11,search_generic,2633,131650,110,10406.387860
2022-07-11,meta,2064,344000,108,10306.612008
2022-07-11,display_video,1509,377250,75,7111.880832
2022-07-11,print_regional,0,,,
2022-07-11,radio,0,,,
2022-07-18,search_brand,697,58083,37,3538.452086
2022-07-18,search_generic,2289,114450,104,9860.883490
2022-07-18,meta,2029,338167,107,10157.771455
2022-07-18,display_video,1211,302750,73,6898.516667
2022-07-18,print_regional,0,,,
2022-07-18,radio,0,,,
2022-07-25,search_brand,721,60083,37,3519.134068
2022-07-25,search_generic,2423,121150,104,9919.242380
2022-07-25,meta,4493,748833,131,12413.810951
2022-07-25,display_video,1326,331500,73,6925.543939
2022-07-25,print_regional,0,,,
2022-07-25,radio,0,,,
2022-08-01,search_brand,670,55833,36,3458.934960
2022-08-01,search_generic,2535,126750,107,10185.447545
2022-08-01,meta,2054,342333,117,11067.814895
2022-08-01,display_video,1239,309750,72,6848.706183
2022-08-01,print_regional,0,,,
2022-08-01,radio,0,,,
2022-08-08,search_brand,736,61333,37,3491.702391
2022-08-08,search_generic,2647,132350,108,10294.969080
2022-08-08,meta,2053,342167,109,10397.416085
2022-08-08,display_video,1286,321500,72,6839.026958
2022-08-08,print_regional,5735,,,
2022-08-08,radio,0,,,
2022-08-15,search_brand,783,65250,38,3652.059981
2022-08-15,search_generic,2432,121600,105,10013.152525
2022-08-15,meta,2038,339667,107,10159.821059
2022-08-15,display_video,1129,282250,70,6640.962810
2022-08-15,print_regional,4567,,,
2022-08-15,radio,0,,,
2022-08-22,search_brand,593,49417,33,3147.721208
2022-08-22,search_generic,2340,117000,103,9814.564252
2022-08-22,meta,1701,283500,101,9610.670347
2022-08-22,display_video,1091,272750,68,6485.358671
2022-08-22,print_regional,5089,,,
2022-08-22,radio,0,,,
2022-08-29,search_brand,563,46917,31,2983.707956
2022-08-29,search_generic,2402,120100,104,9867.895966
2022-08-29,meta,2232,372000,107,10146.600231
2022-08-29,display_video,1391,347750,72,6819.929573
2022-08-29,print_regional,5026,,,
2022-08-29,radio,0,,,
2022-09-05,search_brand,745,62083,37,3538.819839
2022-09-05,search_generic,2311,115550,102,9736.810831
2022-09-05,meta,3992,665333,127,12041.800007
2022-09-05,display_video,1212,303000,71,6744.024694
2022-09-05,print_regional,4971,,,
2022-09-05,radio,0,,,
2022-09-12,search_brand,652,54333,35,3360.276314
2022-09-12,search_generic,2858,142900,112,10621.044529
2022-09-12,meta,2333,388833,117,11162.099253
2022-09-12,display_video,1291,322750,72,6819.923079
2022-09-12,print_regional,3717,,,
2022-09-12,radio,0,,,
2022-09-19,search_brand,787,65583,40,3796.664377
2022-09-19,search_generic,2871,143550,114,10838.428929
2022-09-19,meta,2258,376333,113,10775.979047
2022-09-19,display_video,1033,258250,68,6504.991412
2022-09-19,print_regional,0,,,
2022-09-19,radio,0,,,
2022-09-26,search_brand,872,72667,44,4168.492641
2022-09-26,search_generic,2096,104800,102,9673.928562
2022-09-26,meta,1783,297167,106,10050.521595
2022-09-26,display_video,1347,336750,72,6807.283904
2022-09-26,print_regional,0,,,
2022-09-26,radio,0,,,
2022-10-03,search_brand,691,57583,36,3458.831487
2022-10-03,search_generic,2425,121250,104,9862.707045
2022-10-03,meta,1864,310667,103,9760.970284
2022-10-03,display_video,1405,351250,73,6964.210980
2022-10-03,print_regional,4866,,,
2022-10-03,radio,0,,,
2022-10-10,search_brand,677,56417,35,3330.554740
2022-10-10,search_generic,2815,140750,110,10496.143002
2022-10-10,meta,2851,475167,115,10878.576511
2022-10-10,display_video,1230,307500,72,6831.416675
2022-10-10,print_regional,3952,,,
2022-10-10,radio,3235,,,
2022-10-17,search_brand,700,58333,36,3424.490647
2022-10-17,search_generic,2783,139150,112,10599.736540
2022-10-17,meta,3235,539167,122,11575.629378
2022-10-17,display_video,964,241000,67,6402.479599
2022-10-17,print_regional,0,,,
2022-10-17,radio,4099,,,
2022-10-24,search_brand,717,59750,37,3514.958126
2022-10-24,search_generic,2896,144800,114,10806.256127
2022-10-24,meta,1589,264833,106,10092.726118
2022-10-24,display_video,1320,330000,70,6697.205032
2022-10-24,print_regional,0,,,
2022-10-24,radio,3306,,,
2022-10-31,search_brand,697,58083,38,3633.478446
2022-10-31,search_generic,2754,137700,113,10771.074308
2022-10-31,meta,1993,332167,106,10108.281792
2022-10-31,display_video,956,239000,67,6332.848876
2022-10-31,print_regional,0,,,
2022-10-31,radio,0,,,
2022-11-07,search_brand,646,53833,35,3309.966509
2022-11-07,search_generic,2596,129800,109,10367.507488
2022-11-07,meta,1553,258833,98,9324.076817
2022-11-07,display_video,1290,322500,70,6611.551185
2022-11-07,print_regional,0,,,
2022-11-07,radio,3645,,,
2022-11-14,search_brand,725,60417,37,3524.386667
2022-11-14,search_generic,2564,128200,108,10261.320622
2022-11-14,meta,1633,272167,97,9196.508952
2022-11-14,display_video,1329,332250,72,6798.524850
2022-11-14,print_regional,0,,,
2022-11-14,radio,3611,,,
2022-11-21,search_brand,579,48250,33,3137.772824
2022-11-21,search_generic,2781,139050,112,10607.567400
2022-11-21,meta,1562,260333,95,9049.179371
2022-11-21,display_video,1009,252250,68,6452.888557
2022-11-21,print_regional,0,,,
2022-11-21,radio,3554,,,
2022-11-28,search_brand,724,60333,33,3439.196989
2022-11-28,search_generic,4843,242150,122,12860.278045
2022-11-28,meta,6490,1081667,127,13348.975006
2022-11-28,display_video,1096,274000,61,6383.733996
2022-11-28,print_regional,5119,,,
2022-11-28,radio,3210,,,
2022-12-05,search_brand,706,58833,33,3444.880476
2022-12-05,search_generic,4425,221250,123,12870.979073
2022-12-05,meta,3736,622667,121,12739.013084
2022-12-05,display_video,991,247750,59,6196.006541
2022-12-05,print_regional,5388,,,
2022-12-05,radio,3657,,,
2022-12-12,search_brand,778,64833,35,3666.251070
2022-12-12,search_generic,4783,239150,126,13203.209737
2022-12-12,meta,4019,669833,121,12740.250644
2022-12-12,display_video,1068,267000,59,6225.529450
2022-12-12,print_regional,5086,,,
2022-12-12,radio,3182,,,
2022-12-19,search_brand,710,59167,34,3552.034096
2022-12-19,search_generic,4398,219900,124,13004.111647
2022-12-19,meta,3840,640000,121,12668.485465
2022-12-19,display_video,984,246000,58,6109.049796
2022-12-19,print_regional,5269,,,
2022-12-19,radio,0,,,
2022-12-26,search_brand,729,60750,39,3671.667166
2022-12-26,search_generic,2668,133400,117,11132.319672
2022-12-26,meta,2230,371667,120,11400.818274
2022-12-26,display_video,944,236000,63,5989.240394
2022-12-26,print_regional,0,,,
2022-12-26,radio,0,,,
2023-01-02,search_brand,643,53583,35,3282.386759
2023-01-02,search_generic,2570,128500,109,10397.412238
2023-01-02,meta,1879,313167,109,10339.089221
2023-01-02,display_video,935,233750,62,5888.290664
2023-01-02,print_regional,5261,,,
2023-01-02,radio,0,,,
2023-01-09,search_brand,710,59167,36,3406.940005
2023-01-09,search_generic,2476,123800,106,10079.701929
2023-01-09,meta,2797,466167,116,10980.940512
2023-01-09,display_video,1299,324750,68,6427.525274
2023-01-09,print_regional,4627,,,
2023-01-09,radio,0,,,
2023-01-16,search_brand,747,62250,37,3555.007129
2023-01-16,search_generic,2558,127900,107,10176.099973
2023-01-16,meta,1764,294000,106,10035.552446
2023-01-16,display_video,1227,306750,69,6570.971378
2023-01-16,print_regional,0,,,
2023-01-16,radio,3492,,,
2023-01-23,search_brand,761,63417,38,3617.115475
2023-01-23,search_generic,2159,107950,100,9527.710214
2023-01-23,meta,1478,246333,97,9215.771234
2023-01-23,display_video,1364,341000,72,6824.860879
2023-01-23,print_regional,0,,,
2023-01-23,radio,3338,,,
2023-01-30,search_brand,707,58917,36,3457.947024
2023-01-30,search_generic,2401,120050,103,9806.871256
2023-01-30,meta,2066,344333,103,9801.578958
2023-01-30,display_video,1148,287000,70,6654.555110
2023-01-30,print_regional,0,,,
2023-01-30,radio,3687,,,
2023-02-06,search_brand,795,66250,41,3850.564761
2023-02-06,search_generic,2383,119150,105,9934.251754
2023-02-06,meta,2151,358500,107,10186.983627
2023-02-06,display_video,1406,351500,73,6945.415912
2023-02-06,print_regional,0,,,
2023-02-06,radio,0,,,
2023-02-13,search_brand,777,64750,41,3857.370783
2023-02-13,search_generic,2522,126100,107,10198.864032
2023-02-13,meta,1813,302167,103,9829.896521
2023-02-13,display_video,1006,251500,69,6532.186035
2023-02-13,print_regional,0,,,
2023-02-13,radio,0,,,
2023-02-20,search_brand,661,55083,36,3433.575174
2023-02-20,search_generic,2460,123000,106,10083.189454
2023-02-20,meta,3550,591667,123,11677.132071
2023-02-20,display_video,1184,296000,69,6566.068738
2023-02-20,print_regional,0,,,
2023-02-20,radio,0,,,
2023-02-27,search_brand,552,46000,33,3094.234648
2023-02-27,search_generic,2537,126850,108,10245.424092
2023-02-27,meta,2177,362833,114,10869.863662
2023-02-27,display_video,1156,289000,69,6555.180775
2023-02-27,print_regional,0,,,
2023-02-27,radio,0,,,
2023-03-06,search_brand,634,52833,35,3335.751067
2023-03-06,search_generic,2547,127350,108,10278.740156
2023-03-06,meta,2348,391333,113,10768.815374
2023-03-06,display_video,1021,255250,67,6340.292285
2023-03-06,print_regional,0,,,
2023-03-06,radio,0,,,
2023-03-13,search_brand,704,58667,38,3624.372267
2023-03-13,search_generic,2224,111200,103,9763.102585
2023-03-13,meta,1770,295000,105,10005.753604
2023-03-13,display_video,1060,265000,66,6300.580389
2023-03-13,print_regional,0,,,
2023-03-13,radio,0,,,
2023-03-20,search_brand,710,59167,38,3632.670859
2023-03-20,search_generic,2256,112800,102,9693.533325
2023-03-20,meta,2270,378333,109,10398.438972
2023-03-20,display_video,999,249750,65,6172.799156
2023-03-20,print_regional,0,,,
2023-03-20,radio,0,,,
2023-03-27,search_brand,682,56833,38,3589.604547
2023-03-27,search_generic,2726,136300,111,10513.006545
2023-03-27,meta,1844,307333,105,9964.208489
2023-03-27,display_video,1199,299750,68,6436.827573
2023-03-27,print_regional,0,,,
2023-03-27,radio,0,,,
2023-04-03,search_brand,675,56250,37,3469.734663
2023-04-03,search_generic,2832,141600,113,10733.798200
2023-04-03,meta,3855,642500,126,11988.715620
2023-04-03,display_video,1081,270250,67,6360.318436
2023-04-03,print_regional,0,,,
2023-04-03,radio,0,,,
2023-04-10,search_brand,739,61583,40,3777.595396
2023-04-10,search_generic,2968,148400,117,11080.032540
2023-04-10,meta,1194,199000,103,9760.424728
2023-04-10,display_video,1253,313250,70,6609.567932
2023-04-10,print_regional,0,,,
2023-04-10,radio,0,,,
2023-04-17,search_brand,665,55417,37,3517.035984
2023-04-17,search_generic,3161,158050,119,11351.391207
2023-04-17,meta,1865,310833,103,9777.022019
2023-04-17,display_video,1241,310250,70,6689.237432
2023-04-17,print_regional,0,,,
2023-04-17,radio,0,,,
2023-04-24,search_brand,572,47667,34,3239.987917
2023-04-24,search_generic,2935,146750,117,11155.172551
2023-04-24,meta,2101,350167,107,10145.862682
2023-04-24,display_video,1163,290750,70,6633.829243
2023-04-24,print_regional,0,,,
2023-04-24,radio,0,,,
2023-05-01,search_brand,681,56750,35,3371.459763
2023-05-01,search_generic,3434,171700,122,11561.136456
2023-05-01,meta,1613,268833,99,9413.865173
2023-05-01,display_video,1084,271000,68,6450.495654
2023-05-01,print_regional,5150,,,
2023-05-01,radio,0,,,
2023-05-08,search_brand,761,63417,38,3638.437388
2023-05-08,search_generic,2817,140850,115,10892.930948
2023-05-08,meta,1231,205167,90,8521.303061
2023-05-08,display_video,1142,285500,68,6465.066461
2023-05-08,print_regional,5219,,,
2023-05-08,radio,0,,,
2023-05-15,search_brand,649,54083,37,3468.831082
2023-05-15,search_generic,2879,143950,115,10953.421845
2023-05-15,meta,3226,537667,118,11204.839216
2023-05-15,display_video,1312,328000,71,6736.895567
2023-05-15,print_regional,0,,,
2023-05-15,radio,0,,,
2023-05-22,search_brand,738,61500,38,3619.026543
2023-05-22,search_generic,2597,129850,110,10447.110910
2023-05-22,meta,1907,317833,108,10272.471526
2023-05-22,display_video,1224,306000,71,6714.234785
2023-05-22,print_regional,0,,,
2023-05-22,radio,2934,,,
2023-05-29,search_brand,735,61250,38,3596.637117
2023-05-29,search_generic,3169,158450,117,11160.051972
2023-05-29,meta,2119,353167,108,10236.463646
2023-05-29,display_video,1138,284500,69,6588.127791
2023-05-29,print_regional,0,,,
2023-05-29,radio,3458,,,
2023-06-05,search_brand,699,58250,37,3475.680833
2023-06-05,search_generic,2423,121150,107,10204.063450
2023-06-05,meta,2172,362000,108,10279.924053
2023-06-05,display_video,1153,288250,69,6545.839366
2023-06-05,print_regional,0,,,
2023-06-05,radio,3632,,,
2023-06-12,search_brand,725,60417,37,3497.114194
2023-06-12,search_generic,2623,131150,108,10293.469321
2023-06-12,meta,1982,330333,106,10027.854614
2023-06-12,display_video,1465,366250,73,6937.832877
2023-06-12,print_regional,5585,,,
2023-06-12,radio,0,,,
2023-06-19,search_brand,645,53750,34,3256.677457
2023-06-19,search_generic,2603,130150,108,10269.251621
2023-06-19,meta,1532,255333,98,9280.138483
2023-06-19,display_video,1139,284750,71,6700.265078
2023-06-19,print_regional,4855,,,
2023-06-19,radio,3109,,,
2023-06-26,search_brand,704,58667,37,3470.311648
2023-06-26,search_generic,2988,149400,115,10883.091850
2023-06-26,meta,3257,542833,118,11255.969442
2023-06-26,display_video,1160,290000,70,6620.415976
2023-06-26,print_regional,0,,,
2023-06-26,radio,3344,,,
2023-07-03,search_brand,790,65833,39,3705.990893
2023-07-03,search_generic,2611,130550,110,10433.334482
2023-07-03,meta,2141,356833,112,10600.407715
2023-07-03,display_video,1297,324250,71,6760.956515
2023-07-03,print_regional,0,,,
2023-07-03,radio,3613,,,
2023-07-10,search_brand,695,57917,38,3653.327898
2023-07-10,search_generic,2418,120900,107,10165.018356
2023-07-10,meta,2266,377667,112,10643.176010
2023-07-10,display_video,1131,282750,70,6632.256498
2023-07-10,print_regional,0,,,
2023-07-10,radio,0,,,
2023-07-17,search_brand,634,52833,36,3376.725893
2023-07-17,search_generic,2410,120500,106,10027.016396
2023-07-17,meta,2023,337167,108,10262.552425
2023-07-17,display_video,987,246750,67,6324.634613
2023-07-17,print_regional,0,,,
2023-07-17,radio,0,,,
2023-07-24,search_brand,788,65667,40,3766.654562
2023-07-24,search_generic,2660,133000,109,10382.703031
2023-07-24,meta,2572,428667,114,10796.733933
2023-07-24,display_video,1078,269500,66,6306.850968
2023-07-24,print_regional,0,,,
2023-07-24,radio,0,,,
2023-07-31,search_brand,618,51500,35,3366.231544
2023-07-31,search_generic,2120,106000,101,9585.677165
2023-07-31,meta,1806,301000,106,10061.756033
2023-07-31,display_video,1138,284500,67,6403.945981
2023-07-31,print_regional,0,,,
2023-07-31,radio,0,,,
2023-08-07,search_brand,799,66583,40,3758.801599
2023-08-07,search_generic,2400,120000,104,9852.453886
2023-08-07,meta,3587,597833,124,11733.323465
2023-08-07,display_video,1188,297000,68,6501.772594
2023-08-07,print_regional,0,,,
2023-08-07,radio,0,,,
2023-08-14,search_brand,706,58833,38,3621.924388
2023-08-14,search_generic,2193,109650,101,9596.657275
2023-08-14,meta,2052,342000,113,10755.913474
2023-08-14,display_video,1162,290500,69,6532.114663
2023-08-14,print_regional,0,,,
2023-08-14,radio,0,,,
2023-08-21,search_brand,737,61417,37,3557.911656
2023-08-21,search_generic,2307,115350,102,9659.981994
2023-08-21,meta,1926,321000,107,10130.499534
2023-08-21,display_video,1052,263000,67,6356.699721
2023-08-21,print_regional,5031,,,
2023-08-21,radio,0,,,
2023-08-28,search_brand,721,60083,37,3506.421396
2023-08-28,search_generic,2740,137000,109,10385.004043
2023-08-28,meta,1592,265333,99,9426.524053
2023-08-28,display_video,1210,302500,69,6513.479386
2023-08-28,print_regional,5539,,,
2023-08-28,radio,0,,,
2023-09-04,search_brand,701,58417,37,3505.801089
2023-09-04,search_generic,2318,115900,104,9885.429862
2023-09-04,meta,1584,264000,97,9170.919839
2023-09-04,display_video,1300,325000,71,6722.969370
2023-09-04,print_regional,5455,,,
2023-09-04,radio,0,,,
2023-09-11,search_brand,765,63750,39,3682.376499
2023-09-11,search_generic,2410,120500,105,9935.361372
2023-09-11,meta,2006,334333,102,9736.967027
2023-09-11,display_video,1007,251750,67,6403.470243
2023-09-11,print_regional,5073,,,
2023-09-11,radio,0,,,
2023-09-18,search_brand,695,57917,37,3513.267779
2023-09-18,search_generic,2668,133400,109,10372.263939
2023-09-18,meta,3723,620500,124,11802.338339
2023-09-18,display_video,1518,379500,73,6961.814564
2023-09-18,print_regional,0,,,
2023-09-18,radio,0,,,
2023-09-25,search_brand,651,54250,36,3449.210870
2023-09-25,search_generic,2192,109600,102,9717.292735
2023-09-25,meta,2538,423000,119,11319.451104
2023-09-25,display_video,1038,259500,69,6592.082023
2023-09-25,print_regional,0,,,
2023-09-25,radio,0,,,
2023-10-02,search_brand,703,58583,38,3585.707193
2023-10-02,search_generic,2523,126150,107,10146.063341
2023-10-02,meta,2014,335667,111,10530.863038
2023-10-02,display_video,1437,359250,73,6949.126242
2023-10-02,print_regional,0,,,
2023-10-02,radio,0,,,
2023-10-09,search_brand,595,49583,35,3318.435593
2023-10-09,search_generic,2260,113000,103,9822.368719
2023-10-09,meta,1166,194333,94,8950.411576
2023-10-09,display_video,1410,352500,75,7087.618307
2023-10-09,print_regional,0,,,
2023-10-09,radio,0,,,
2023-10-16,search_brand,691,57583,38,3617.070645
2023-10-16,search_generic,2540,127000,108,10245.510222
2023-10-16,meta,1571,261833,95,9036.689033
2023-10-16,display_video,1387,346750,75,7120.243390
2023-10-16,print_regional,0,,,
2023-10-16,radio,0,,,
2023-10-23,search_brand,594,49500,35,3284.817862
2023-10-23,search_generic,2410,120500,106,10075.492097
2023-10-23,meta,1497,249500,94,8899.390963
2023-10-23,display_video,1346,336500,75,7079.738248
2023-10-23,print_regional,0,,,
2023-10-23,radio,0,,,
2023-10-30,search_brand,701,58417,36,3426.368027
2023-10-30,search_generic,2702,135100,109,10386.733479
2023-10-30,meta,3311,551833,118,11194.582931
2023-10-30,display_video,1031,257750,70,6617.078370
2023-10-30,print_regional,5101,,,
2023-10-30,radio,0,,,
2023-11-06,search_brand,744,62000,37,3514.992649
2023-11-06,search_generic,2484,124200,106,10090.817929
2023-11-06,meta,2141,356833,111,10543.229127
2023-11-06,display_video,1103,275750,68,6482.103274
2023-11-06,print_regional,5028,,,
2023-11-06,radio,3479,,,
2023-11-13,search_brand,739,61583,38,3597.706613
2023-11-13,search_generic,2594,129700,108,10272.457929
2023-11-13,meta,2088,348000,109,10309.587231
2023-11-13,display_video,1296,324000,71,6703.601732
2023-11-13,print_regional,0,,,
2023-11-13,radio,3214,,,
2023-11-20,search_brand,692,57667,37,3498.939254
2023-11-20,search_generic,2789,139450,112,10620.015223
2023-11-20,meta,2087,347833,108,10225.702331
2023-11-20,display_video,1063,265750,68,6480.198125
2023-11-20,print_regional,0,,,
2023-11-20,radio,3350,,,
2023-11-27,search_brand,538,44833,28,2940.220649
2023-11-27,search_generic,4735,236750,122,12827.167539
2023-11-27,meta,3367,561167,110,11526.874197
2023-11-27,display_video,1316,329000,64,6716.595295
2023-11-27,print_regional,4384,,,
2023-11-27,radio,3454,,,
2023-12-04,search_brand,672,56000,32,3311.318638
2023-12-04,search_generic,5018,250900,127,13346.215634
2023-12-04,meta,3685,614167,115,12107.128858
2023-12-04,display_video,1041,260250,61,6446.106329
2023-12-04,print_regional,5175,,,
2023-12-04,radio,3310,,,
2023-12-11,search_brand,777,64750,35,3639.400749
2023-12-11,search_generic,4894,244700,127,13356.999483
2023-12-11,meta,6826,1137667,133,13952.521331
2023-12-11,display_video,1018,254500,60,6272.063069
2023-12-11,print_regional,4024,,,
2023-12-11,radio,3509,,,
2023-12-18,search_brand,663,55250,32,3404.961408
2023-12-18,search_generic,4937,246850,128,13467.719364
2023-12-18,meta,4425,737500,128,13418.980808
2023-12-18,display_video,1216,304000,62,6493.357958
2023-12-18,print_regional,5280,,,
2023-12-18,radio,0,,,
2023-12-25,search_brand,733,61083,39,3687.949685
2023-12-25,search_generic,2358,117900,114,10860.119465
2023-12-25,meta,2399,399833,126,11968.003540
2023-12-25,display_video,1127,281750,68,6478.674537
2023-12-25,print_regional,0,,,
2023-12-25,radio,0,,,
