week_start,layer,revenue,orders,promo_flag,advent_flag,jan_dip_flag,spring_flag,schulbeginn_flag,summer_lull_flag,spend_search_brand,spend_search_generic,spend_meta,spend_display_video,spend_print_regional,spend_radio,spend_other
2021-04-26,P-SA,107100.315867,1127,1,0,0,1,0,0,693.000000,2870.000000,2142.000000,1463.000000,0.000000,0.000000,0.000000
2021-05-03,P-SA,102698.895374,1081,0,0,0,1,0,0,799.000000,3446.000000,4086.000000,992.000000,5504.000000,0.000000,0.000000
2021-05-10,P-SA,99389.011247,1046,0,0,0,1,0,0,680.000000,2817.000000,1926.000000,1098.000000,5356.000000,0.000000,0.000000
2021-05-17,P-SA,102732.883983,1081,1,0,0,1,0,0,628.000000,3095.000000,1894.000000,1417.000000,0.000000,0.000000,0.000000
2021-05-24,P-SA,96121.110105,1012,0,0,0,1,0,0,695.000000,3368.000000,1971.000000,1248.000000,0.000000,0.000000,0.000000
2021-05-31,P-SA,95736.789202,1008,0,0,0,1,0,0,751.000000,2759.000000,2314.000000,1253.000000,0.000000,0.000000,0.000000
2021-06-07,P-SA,83612.557081,880,0,0,0,0,0,0,712.000000,2330.000000,1777.000000,1146.000000,5223.000000,0.000000,0.000000
2021-06-14,P-SA,85971.458547,905,0,0,0,0,0,0,700.000000,2432.000000,3557.000000,1345.000000,4767.000000,0.000000,0.000000
2021-06-21,P-SA,83857.156484,883,0,0,0,0,0,0,615.000000,2231.000000,2585.000000,1050.000000,0.000000,0.000000,0.000000
2021-06-28,P-SA,88438.192447,931,0,0,0,0,0,0,730.000000,2747.000000,2234.000000,1348.000000,0.000000,0.000000,0.000000
2021-07-05,P-SA,81103.264560,854,0,0,0,0,0,0,729.000000,2403.000000,2217.000000,1222.000000,0.000000,0.000000,0.000000
2021-07-12,P-SA,81274.498352,856,0,0,0,0,0,0,780.000000,2712.000000,1844.000000,1175.000000,0.000000,0.000000,0.000000
2021-07-19,P-SA,77059.266525,811,0,0,0,0,0,1,789.000000,2607.000000,2258.000000,1123.000000,0.000000,0.000000,0.000000
2021-07-26,P-SA,80501.605079,847,0,0,0,0,0,1,741.000000,2504.000000,3251.000000,1347.000000,0.000000,3528.000000,0.000000
2021-08-02,P-SA,82543.613774,869,0,0,0,0,0,1,601.000000,2693.000000,1552.000000,1254.000000,5598.000000,3180.000000,0.000000
2021-08-09,P-SA,97732.234725,1029,1,0,0,0,0,1,614.000000,2438.000000,1717.000000,1145.000000,5994.000000,2872.000000,0.000000
2021-08-16,P-SA,88402.639426,931,0,0,0,0,0,1,634.000000,2712.000000,2425.000000,1222.000000,0.000000,0.000000,0.000000
2021-08-23,P-SA,93096.693877,980,1,0,0,0,0,0,718.000000,2234.000000,2050.000000,1046.000000,0.000000,0.000000,0.000000
2021-08-30,P-SA,90430.111268,952,0,0,0,0,0,0,653.000000,2349.000000,1720.000000,1397.000000,0.000000,0.000000,0.000000
2021-09-06,P-SA,106012.603736,1116,0,0,0,0,1,0,779.000000,2743.000000,3493.000000,1412.000000,3594.000000,0.000000,0.000000
2021-09-13,P-SA,117768.021659,1240,1,0,0,0,1,0,715.000000,2077.000000,2135.000000,1375.000000,4314.000000,0.000000,0.000000
2021-09-20,P-SA,89959.481690,947,0,0,0,0,0,0,722.000000,2595.000000,2354.000000,1248.000000,0.000000,0.000000,0.000000
2021-09-27,P-SA,81713.662388,860,0,0,0,0,0,0,745.000000,2417.000000,1510.000000,1281.000000,0.000000,0.000000,0.000000
2021-10-04,P-SA,81192.130949,855,0,0,0,0,0,0,720.000000,2390.000000,2401.000000,1000.000000,0.000000,0.000000,0.000000
2021-10-11,P-SA,89281.153204,940,0,0,0,0,0,0,615.000000,2359.000000,2279.000000,1149.000000,5330.000000,0.000000,0.000000
2021-10-18,P-SA,91252.942640,961,0,0,0,0,0,0,847.000000,2758.000000,3391.000000,1168.000000,5181.000000,4397.000000,0.000000
2021-10-25,P-SA,99157.204952,1044,0,0,0,0,0,0,788.000000,2192.000000,1880.000000,1185.000000,0.000000,3632.000000,0.000000
2021-11-01,P-SA,89303.825451,940,0,0,0,0,0,0,791.000000,2667.000000,2147.000000,1300.000000,0.000000,3081.000000,0.000000
2021-11-08,P-SA,91658.151531,965,0,0,0,0,0,0,655.000000,2595.000000,1914.000000,1139.000000,0.000000,3589.000000,0.000000
2021-11-15,P-SA,84984.587091,895,0,0,0,0,0,0,589.000000,2414.000000,2041.000000,1094.000000,0.000000,3595.000000,0.000000
2021-11-22,P-SA,102770.065567,1082,1,0,0,0,0,0,610.000000,2482.000000,1682.000000,1386.000000,0.000000,3696.000000,0.000000
2021-11-29,P-SA,134443.572212,1280,0,1,0,0,0,0,637.000000,3891.000000,4853.000000,1158.000000,4751.000000,3585.000000,0.000000
2021-12-06,P-SA,126420.423818,1204,0,1,0,0,0,0,753.000000,3630.000000,3729.000000,1108.000000,6222.000000,3091.000000,0.000000
2021-12-13,P-SA,146082.701588,1391,1,1,0,0,0,0,754.000000,3446.000000,3051.000000,901.000000,4809.000000,3591.000000,0.000000
2021-12-20,P-SA,145006.289620,1381,1,1,0,0,0,0,788.000000,3806.000000,3067.000000,999.000000,5332.000000,0.000000,0.000000
2021-12-27,P-SA,96218.192609,1013,0,0,0,0,0,0,829.000000,2331.000000,2153.000000,1170.000000,0.000000,0.000000,0.000000
2022-01-03,P-SA,82612.262774,870,0,0,0,0,0,0,731.000000,2417.000000,2401.000000,1245.000000,0.000000,0.000000,0.000000
2022-01-10,P-SA,82396.114079,867,1,0,1,0,0,0,721.000000,2511.000000,3879.000000,936.000000,0.000000,0.000000,0.000000
2022-01-17,P-SA,76076.720805,801,0,0,1,0,0,0,678.000000,2647.000000,1691.000000,1201.000000,0.000000,0.000000,0.000000
2022-01-24,P-SA,75365.520762,793,0,0,1,0,0,0,680.000000,2863.000000,1966.000000,1253.000000,4162.000000,0.000000,0.000000
2022-01-31,P-SA,75322.634111,793,0,0,1,0,0,0,631.000000,2569.000000,2021.000000,1128.000000,6085.000000,0.000000,0.000000
2022-02-07,P-SA,84817.614653,893,0,0,0,0,0,0,731.000000,2523.000000,2229.000000,1212.000000,0.000000,0.000000,0.000000
2022-02-14,P-SA,88732.338769,934,0,0,0,0,0,0,719.000000,2664.000000,1820.000000,1415.000000,0.000000,0.000000,0.000000
2022-02-21,P-SA,86804.279216,914,0,0,0,0,0,0,676.000000,2557.000000,3714.000000,1091.000000,0.000000,0.000000,0.000000
2022-02-28,P-SA,80979.163525,852,0,0,0,0,0,0,651.000000,2162.000000,2068.000000,948.000000,0.000000,0.000000,0.000000
2022-03-07,P-SA,85377.029899,899,0,0,0,0,0,0,727.000000,2379.000000,2414.000000,1146.000000,0.000000,0.000000,0.000000
2022-03-14,P-SA,81577.468601,859,0,0,0,0,0,0,778.000000,2252.000000,1217.000000,1070.000000,0.000000,0.000000,0.000000
2022-03-21,P-SA,85046.075645,895,0,0,0,0,0,0,705.000000,2639.000000,2024.000000,1195.000000,0.000000,0.000000,0.000000
2022-03-28,P-SA,96430.411493,1015,1,0,0,0,0,0,717.000000,2755.000000,2102.000000,1307.000000,0.000000,0.000000,0.000000
2022-04-04,P-SA,98997.827230,1042,0,0,0,1,0,0,667.000000,3071.000000,3802.000000,1336.000000,0.000000,0.000000,0.000000
2022-04-11,P-SA,102869.838671,1083,0,0,0,1,0,0,685.000000,2794.000000,1997.000000,1251.000000,4502.000000,3569.000000,0.000000
2022-04-18,P-SA,100668.907498,1060,0,0,0,1,0,0,681.000000,3160.000000,1751.000000,1413.000000,4897.000000,3042.000000,0.000000
2022-04-25,P-SA,114744.850542,1208,1,0,0,1,0,0,683.000000,2807.000000,2201.000000,1257.000000,5549.000000,3038.000000,0.000000
2022-05-02,P-SA,102831.438532,1082,0,0,0,1,0,0,664.000000,3051.000000,2111.000000,1357.000000,5681.000000,0.000000,0.000000
2022-05-09,P-SA,104557.372632,1101,0,0,0,1,0,0,724.000000,2760.000000,1748.000000,1255.000000,0.000000,0.000000,0.000000
2022-05-16,P-SA,109898.297866,1157,1,0,0,1,0,0,778.000000,2723.000000,3192.000000,1244.000000,0.000000,0.000000,0.000000
2022-05-23,P-SA,105540.040945,1111,0,0,0,1,0,0,643.000000,2719.000000,2167.000000,1126.000000,5294.000000,0.000000,0.000000
2022-05-30,P-SA,101410.678864,1067,0,0,0,1,0,0,784.000000,3003.000000,1740.000000,1203.000000,4748.000000,0.000000,0.000000
2022-06-06,P-SA,91820.128185,967,0,0,0,0,0,0,676.000000,2368.000000,2195.000000,1116.000000,0.000000,0.000000,0.000000
2022-06-13,P-SA,97402.293877,1025,1,0,0,0,0,0,678.000000,2587.000000,2455.000000,1158.000000,0.000000,0.000000,0.000000
2022-06-20,P-SA,90456.710910,952,0,0,0,0,0,0,571.000000,2240.000000,2062.000000,1213.000000,0.000000,0.000000,0.000000
2022-06-27,P-SA,95467.212999,1005,1,0,0,0,0,0,555.000000,2598.000000,3669.000000,1375.000000,0.000000,0.000000,0.000000
2022-07-04,P-SA,91110.999337,959,0,0,0,0,0,0,744.000000,2376.000000,2038.000000,1164.000000,0.000000,0.000000,0.000000
2022-07-11,P-SA,87561.934599,922,0,0,0,0,0,0,635.000000,2751.000000,2416.000000,1295.000000,0.000000,0.000000,0.000000
2022-07-18,P-SA,90852.848966,956,1,0,0,0,0,1,748.000000,2704.000000,2421.000000,1016.000000,0.000000,0.000000,0.000000
2022-07-25,P-SA,80761.266893,850,0,0,0,0,0,1,703.000000,2457.000000,2025.000000,1159.000000,0.000000,0.000000,0.000000
2022-08-01,P-SA,77077.374492,811,0,0,0,0,0,1,715.000000,2522.000000,2223.000000,1393.000000,0.000000,0.000000,0.000000
2022-08-08,P-SA,88915.108195,936,0,0,0,0,0,1,780.000000,2549.000000,3613.000000,1254.000000,4714.000000,0.000000,0.000000
2022-08-15,P-SA,80470.448481,847,0,0,0,0,0,1,696.000000,2593.000000,1851.000000,929.000000,4498.000000,0.000000,0.000000
2022-08-22,P-SA,89853.657276,946,0,0,0,0,0,0,504.000000,2445.000000,2230.000000,1197.000000,0.000000,0.000000,0.000000
2022-08-29,P-SA,90867.504864,957,0,0,0,0,0,0,596.000000,2719.000000,1973.000000,1165.000000,0.000000,0.000000,0.000000
2022-09-05,P-SA,112009.816105,1179,0,0,0,0,1,0,758.000000,2398.000000,1745.000000,1024.000000,4538.000000,2805.000000,0.000000
2022-09-12,P-SA,108294.668632,1140,0,0,0,0,1,0,820.000000,2115.000000,1551.000000,938.000000,5644.000000,3094.000000,0.000000
2022-09-19,P-SA,93562.514898,985,0,0,0,0,0,0,694.000000,2549.000000,3898.000000,1059.000000,0.000000,3706.000000,0.000000
2022-09-26,P-SA,91197.291064,960,0,0,0,0,0,0,658.000000,2478.000000,1711.000000,1041.000000,0.000000,0.000000,0.000000
2022-10-03,P-SA,88218.974959,929,0,0,0,0,0,0,616.000000,2666.000000,1667.000000,1309.000000,0.000000,3261.000000,0.000000
2022-10-10,P-SA,90210.882990,950,0,0,0,0,0,0,733.000000,2619.000000,1921.000000,1289.000000,0.000000,3407.000000,0.000000
2022-10-17,P-SA,87813.439581,924,0,0,0,0,0,0,592.000000,2526.000000,2222.000000,1298.000000,0.000000,3392.000000,0.000000
2022-10-24,P-SA,90118.153013,949,0,0,0,0,0,0,625.000000,2521.000000,1482.000000,1364.000000,0.000000,0.000000,0.000000
2022-10-31,P-SA,88610.912587,933,0,0,0,0,0,0,708.000000,2525.000000,3791.000000,875.000000,0.000000,0.000000,0.000000
2022-11-07,P-SA,87336.539634,919,0,0,0,0,0,0,706.000000,2368.000000,2117.000000,1161.000000,0.000000,3659.000000,0.000000
2022-11-14,P-SA,87149.657696,917,0,0,0,0,0,0,684.000000,2257.000000,1635.000000,1253.000000,0.000000,3749.000000,0.000000
2022-11-21,P-SA,99702.078603,1049,1,0,0,0,0,0,764.000000,2336.000000,1658.000000,1101.000000,0.000000,3444.000000,0.000000
2022-11-28,P-SA,129920.833469,1237,0,1,0,0,0,0,625.000000,3732.000000,2948.000000,1108.000000,4355.000000,3505.000000,0.000000
2022-12-05,P-SA,130094.356405,1239,0,1,0,0,0,0,629.000000,3297.000000,3580.000000,1082.000000,4310.000000,4184.000000,0.000000
2022-12-12,P-SA,148351.206468,1413,1,1,0,0,0,0,675.000000,3663.000000,5325.000000,1227.000000,4968.000000,3573.000000,0.000000
2022-12-19,P-SA,151328.444205,1441,1,1,0,0,0,0,704.000000,3554.000000,3326.000000,1193.000000,4993.000000,0.000000,0.000000
2022-12-26,P-SA,89938.979568,947,0,0,0,0,0,0,680.000000,2482.000000,2283.000000,1386.000000,0.000000,0.000000,0.000000
2023-01-02,P-SA,92260.464594,971,0,0,0,0,0,0,820.000000,2337.000000,1524.000000,1261.000000,0.000000,0.000000,0.000000
2023-01-09,P-SA,79106.650668,833,0,0,1,0,0,0,664.000000,2512.000000,2000.000000,1234.000000,0.000000,0.000000,0.000000
2023-01-16,P-SA,77383.092902,815,0,0,1,0,0,0,738.000000,2454.000000,2296.000000,1199.000000,4473.000000,0.000000,0.000000
2023-01-23,P-SA,79971.967471,842,0,0,1,0,0,0,665.000000,2759.000000,3451.000000,1084.000000,5163.000000,0.000000,0.000000
2023-01-30,P-SA,74845.529394,788,0,0,1,0,0,0,719.000000,2431.000000,2367.000000,1220.000000,0.000000,0.000000,0.000000
2023-02-06,P-SA,87623.419688,922,0,0,0,0,0,0,673.000000,2451.000000,1677.000000,1326.000000,0.000000,0.000000,0.000000
2023-02-13,P-SA,87295.577915,919,0,0,0,0,0,0,676.000000,2505.000000,1559.000000,1273.000000,0.000000,0.000000,0.000000
2023-02-20,P-SA,98937.047528,1041,1,0,0,0,0,0,797.000000,2136.000000,1869.000000,1042.000000,0.000000,0.000000,0.000000
2023-02-27,P-SA,86384.070514,909,0,0,0,0,0,0,680.000000,2286.000000,2198.000000,976.000000,0.000000,0.000000,0.000000
2023-03-06,P-SA,86010.596794,905,0,0,0,0,0,0,803.000000,2787.000000,3485.000000,1307.000000,0.000000,0.000000,0.000000
2023-03-13,P-SA,96861.087849,1020,1,0,0,0,0,0,656.000000,2603.000000,2277.000000,1231.000000,0.000000,0.000000,0.000000
2023-03-20,P-SA,88188.182286,928,0,0,0,0,0,0,672.000000,2517.000000,1538.000000,1246.000000,4413.000000,0.000000,0.000000
2023-03-27,P-SA,98080.309732,1032,0,0,0,0,0,0,767.000000,2716.000000,1827.000000,1074.000000,4583.000000,0.000000,0.000000
2023-04-03,P-SA,100683.867848,1060,0,0,0,1,0,0,551.000000,2964.000000,2412.000000,1314.000000,0.000000,0.000000,0.000000
2023-04-10,P-SA,104923.513109,1104,0,0,0,1,0,0,600.000000,2950.000000,1265.000000,1311.000000,0.000000,0.000000,0.000000
2023-04-17,P-SA,99306.770334,1045,0,0,0,1,0,0,701.000000,2939.000000,3694.000000,1165.000000,0.000000,3455.000000,0.000000
2023-04-24,P-SA,111752.616669,1176,1,0,0,1,0,0,729.000000,2645.000000,1734.000000,1289.000000,0.000000,3616.000000,0.000000
2023-05-01,P-SA,106874.689347,1125,0,0,0,1,0,0,734.000000,3188.000000,1778.000000,1066.000000,0.000000,3676.000000,0.000000
2023-05-08,P-SA,100711.838802,1060,0,0,0,1,0,0,680.000000,2962.000000,1903.000000,1191.000000,0.000000,0.000000,0.000000
2023-05-15,P-SA,119171.495149,1254,1,0,0,1,0,0,613.000000,2981.000000,1560.000000,903.000000,0.000000,3671.000000,0.000000
2023-05-22,P-SA,104880.016516,1104,0,0,0,1,0,0,750.000000,2933.000000,2280.000000,1161.000000,0.000000,3857.000000,0.000000
2023-05-29,P-SA,107981.054263,1137,0,0,0,1,0,0,727.000000,2873.000000,3776.000000,1572.000000,0.000000,3634.000000,0.000000
2023-06-05,P-SA,97116.067136,1022,1,0,0,0,0,0,632.000000,2048.000000,2367.000000,1310.000000,0.000000,0.000000,0.000000
2023-06-12,P-SA,95937.987990,1010,0,0,0,0,0,0,705.000000,2530.000000,2051.000000,1462.000000,5146.000000,0.000000,0.000000
2023-06-19,P-SA,95109.213900,1001,0,0,0,0,0,0,809.000000,2936.000000,1718.000000,1292.000000,5215.000000,0.000000,0.000000
2023-06-26,P-SA,98888.793902,1041,0,0,0,0,0,0,707.000000,2698.000000,2196.000000,1242.000000,0.000000,0.000000,0.000000
2023-07-03,P-SA,93228.058465,981,0,0,0,0,0,0,628.000000,2442.000000,1600.000000,1240.000000,6420.000000,0.000000,0.000000
2023-07-10,P-SA,95402.968218,1004,0,0,0,0,0,0,674.000000,2315.000000,3326.000000,1147.000000,3660.000000,0.000000,0.000000
2023-07-17,P-SA,85221.452651,897,0,0,0,0,0,1,678.000000,2505.000000,2631.000000,1317.000000,0.000000,0.000000,0.000000
2023-07-24,P-SA,81375.051703,857,0,0,0,0,0,1,721.000000,2574.000000,2325.000000,1098.000000,0.000000,0.000000,0.000000
2023-07-31,P-SA,86401.335849,909,0,0,0,0,0,1,755.000000,2476.000000,2135.000000,1215.000000,0.000000,0.000000,0.000000
2023-08-07,P-SA,83170.537019,875,0,0,0,0,0,1,643.000000,2667.000000,2447.000000,1698.000000,0.000000,0.000000,0.000000
2023-08-14,P-SA,87850.722831,925,0,0,0,0,0,1,660.000000,2309.000000,1915.000000,1284.000000,4825.000000,0.000000,0.000000
2023-08-21,P-SA,93521.064071,984,0,0,0,0,0,0,762.000000,2714.000000,3778.000000,1137.000000,4947.000000,0.000000,0.000000
2023-08-28,P-SA,106738.151095,1124,1,0,0,0,0,0,745.000000,2531.000000,1758.000000,1369.000000,0.000000,3186.000000,0.000000
2023-09-04,P-SA,112952.609135,1189,0,0,0,0,1,0,782.000000,2390.000000,1902.000000,1274.000000,5448.000000,3335.000000,0.000000
2023-09-11,P-SA,114034.358851,1200,0,0,0,0,1,0,611.000000,2443.000000,2029.000000,1169.000000,4196.000000,3561.000000,0.000000
2023-09-18,P-SA,107537.254722,1132,1,0,0,0,0,0,642.000000,2569.000000,2452.000000,1042.000000,0.000000,0.000000,0.000000
2023-09-25,P-SA,93078.661617,980,0,0,0,0,0,0,761.000000,2652.000000,1793.000000,1184.000000,0.000000,0.000000,0.000000
2023-10-02,P-SA,95257.040506,1003,0,0,0,0,0,0,642.000000,2514.000000,3921.000000,1143.000000,0.000000,0.000000,0.000000
2023-10-09,P-SA,88642.591541,933,0,0,0,0,0,0,720.000000,2616.000000,2000.000000,1216.000000,0.000000,0.000000,0.000000
2023-10-16,P-SA,89612.461695,943,0,0,0,0,0,0,696.000000,2981.000000,1474.000000,1266.000000,0.000000,0.000000,0.000000
2023-10-23,P-SA,92782.644727,977,0,0,0,0,0,0,654.000000,2172.000000,1423.000000,1252.000000,0.000000,0.000000,0.000000
2023-10-30,P-SA,86889.522113,915,0,0,0,0,0,0,789.000000,2099.000000,1794.000000,1068.000000,0.000000,0.000000,0.000000
2023-11-06,P-SA,87226.293424,918,0,0,0,0,0,0,699.000000,2518.000000,2326.000000,1287.000000,0.000000,3375.000000,0.000000
2023-11-13,P-SA,97216.192793,1023,0,0,0,0,0,0,669.000000,2306.000000,3681.000000,1270.000000,0.000000,3017.000000,0.000000
2023-11-20,P-SA,103859.775244,1093,1,0,0,0,0,0,690.000000,2523.000000,2550.000000,988.000000,0.000000,3542.000000,0.000000
2023-11-27,P-SA,135284.172006,1288,0,1,0,0,0,0,715.000000,3428.000000,3058.000000,1257.000000,4804.000000,3665.000000,0.000000
2023-12-04,P-SA,136627.246692,1301,0,1,0,0,0,0,604.000000,3777.000000,3430.000000,1195.000000,4804.000000,3536.000000,0.000000
2023-12-11,P-SA,158773.447992,1512,1,1,0,0,0,0,647.000000,4012.000000,3079.000000,1264.000000,5029.000000,3958.000000,0.000000
2023-12-18,P-SA,153002.675583,1457,1,1,0,0,0,0,622.000000,3972.000000,2729.000000,1042.000000,4789.000000,0.000000,0.000000
2023-12-25,P-SA,93521.511396,984,0,0,0,0,0,0,571.000000,2280.000000,3819.000000,1157.000000,0.000000,0.000000,0.000000
2022-01-03,P-SB,76421.907972,804,0,0,0,0,0,0,809.000000,2370.000000,2067.000000,1171.000000,0.000000,0.000000,0.000000
2022-01-10,P-SB,72192.440460,760,0,0,1,0,0,0,656.000000,2819.000000,2048.000000,1331.000000,0.000000,4022.000000,0.000000
2022-01-17,P-SB,75250.063709,792,0,0,1,0,0,0,635.000000,2083.000000,2227.000000,1219.000000,0.000000,3575.000000,0.000000
2022-01-24,P-SB,70242.793911,739,0,0,1,0,0,0,676.000000,2400.000000,2342.000000,1155.000000,0.000000,3976.000000,0.000000
2022-01-31,P-SB,73445.801375,773,0,0,1,0,0,0,631.000000,2427.000000,2308.000000,1147.000000,0.000000,0.000000,0.000000
2022-02-07,P-SB,81679.392682,860,0,0,0,0,0,0,790.000000,2605.000000,3794.000000,934.000000,0.000000,0.000000,0.000000
2022-02-14,P-SB,82463.446448,868,0,0,0,0,0,0,753.000000,2509.000000,1846.000000,1435.000000,0.000000,0.000000,0.000000
2022-02-21,P-SB,90393.501831,952,1,0,0,0,0,0,738.000000,2535.000000,1865.000000,1219.000000,5752.000000,0.000000,0.000000
2022-02-28,P-SB,86957.155061,915,0,0,0,0,0,0,785.000000,2045.000000,2156.000000,1021.000000,4743.000000,0.000000,0.000000
2022-03-07,P-SB,81779.829435,861,0,0,0,0,0,0,664.000000,2899.000000,1662.000000,1131.000000,0.000000,0.000000,0.000000
2022-03-14,P-SB,79431.088837,836,0,0,0,0,0,0,621.000000,2542.000000,1905.000000,1112.000000,0.000000,0.000000,0.000000
2022-03-21,P-SB,92554.826053,974,1,0,0,0,0,0,721.000000,2375.000000,3575.000000,1173.000000,0.000000,0.000000,0.000000
2022-03-28,P-SB,88436.445111,931,0,0,0,0,0,0,719.000000,2779.000000,2144.000000,1125.000000,0.000000,0.000000,0.000000
2022-04-04,P-SB,92399.505027,973,0,0,0,1,0,0,649.000000,2778.000000,2178.000000,1444.000000,0.000000,3885.000000,0.000000
2022-04-11,P-SB,101988.498529,1074,1,0,0,1,0,0,732.000000,3071.000000,1658.000000,944.000000,0.000000,2943.000000,0.000000
2022-04-18,P-SB,96686.038843,1018,0,0,0,1,0,0,788.000000,3202.000000,2203.000000,1357.000000,0.000000,3741.000000,0.000000
2022-04-25,P-SB,105920.517993,1115,1,0,0,1,0,0,668.000000,3157.000000,1436.000000,1179.000000,0.000000,0.000000,0.000000
2022-05-02,P-SB,88827.012581,935,0,0,0,1,0,0,712.000000,3052.000000,3413.000000,1345.000000,0.000000,0.000000,0.000000
2022-05-09,P-SB,96412.909771,1015,0,0,0,1,0,0,721.000000,2985.000000,2281.000000,1120.000000,0.000000,0.000000,0.000000
2022-05-16,P-SB,99837.895451,1051,1,0,0,1,0,0,729.000000,2802.000000,1915.000000,1052.000000,0.000000,0.000000,0.000000
2022-05-23,P-SB,86217.643205,908,0,0,0,1,0,0,761.000000,3070.000000,2132.000000,1229.000000,0.000000,0.000000,0.000000
2022-05-30,P-SB,92282.844997,971,0,0,0,1,0,0,735.000000,2747.000000,2754.000000,1519.000000,0.000000,0.000000,0.000000
2022-06-06,P-SB,88452.426339,931,0,0,0,0,0,0,784.000000,2716.000000,1941.000000,1016.000000,5383.000000,0.000000,0.000000
2022-06-13,P-SB,87664.620997,923,0,0,0,0,0,0,651.000000,2676.000000,3548.000000,1311.000000,4823.000000,0.000000,0.000000
2022-06-20,P-SB,86360.083158,909,0,0,0,0,0,0,672.000000,2508.000000,1377.000000,1416.000000,0.000000,0.000000,0.000000
2022-06-27,P-SB,89765.719331,945,0,0,0,0,0,0,749.000000,2121.000000,2104.000000,1276.000000,0.000000,0.000000,0.000000
2022-07-04,P-SB,82942.029559,873,0,0,0,0,0,0,673.000000,2634.000000,2431.000000,1185.000000,0.000000,0.000000,0.000000
2022-07-11,P-SB,84484.131094,889,0,0,0,0,0,0,666.000000,2633.000000,2064.000000,1509.000000,0.000000,0.000000,0.000000
2022-07-18,P-SB,78990.277444,831,0,0,0,0,0,1,697.000000,2289.000000,2029.000000,1211.000000,0.000000,0.000000,0.000000
2022-07-25,P-SB,76599.795143,806,0,0,0,0,0,1,721.000000,2423.000000,4493.000000,1326.000000,0.000000,0.000000,0.000000
2022-08-01,P-SB,75161.212224,791,0,0,0,0,0,1,670.000000,2535.000000,2054.000000,1239.000000,0.000000,0.000000,0.000000
2022-08-08,P-SB,79792.468109,840,0,0,0,0,0,1,736.000000,2647.000000,2053.000000,1286.000000,5735.000000,0.000000,0.000000
2022-08-15,P-SB,80483.455169,847,0,0,0,0,0,1,783.000000,2432.000000,2038.000000,1129.000000,4567.000000,0.000000,0.000000
2022-08-22,P-SB,85634.345481,901,0,0,0,0,0,0,593.000000,2340.000000,1701.000000,1091.000000,5089.000000,0.000000,0.000000
2022-08-29,P-SB,88369.409507,930,0,0,0,0,0,0,563.000000,2402.000000,2232.000000,1391.000000,5026.000000,0.000000,0.000000
2022-09-05,P-SB,101338.645218,1067,0,0,0,0,1,0,745.000000,2311.000000,3992.000000,1212.000000,4971.000000,0.000000,0.000000
2022-09-12,P-SB,108430.216515,1141,0,0,0,0,1,0,652.000000,2858.000000,2333.000000,1291.000000,3717.000000,0.000000,0.000000
2022-09-19,P-SB,90699.387282,955,0,0,0,0,0,0,787.000000,2871.000000,2258.000000,1033.000000,0.000000,0.000000,0.000000
