week_start,channel,spend_eur,impressions,platform_conversions,platform_revenue_eur
2021-03-29,search_brand,601,50083,35,3310.365445
2021-03-29,search_generic,2294,114700,103,9795.694012
2021-03-29,meta,1812,302000,111,10553.749575
2021-03-29,display_video,1013,253250,68,6483.982443
2021-03-29,print_regional,0,,,
2021-03-29,radio,0,,,
2021-04-05,search_brand,680,56667,35,3314.100198
2021-04-05,search_generic,3194,159700,116,10996.242140
2021-04-05,meta,2229,371500,109,10398.831939
2021-04-05,display_video,1089,272250,67,6379.938097
2021-04-05,print_regional,5680,,,
2021-04-05,radio,3421,,,
2021-04-12,search_brand,674,56167,35,3319.940153
2021-04-12,search_generic,2781,139050,112,10672.608526
2021-04-12,meta,1632,272000,101,9591.487339
2021-04-12,display_video,1057,264250,66,6294.554017
2021-04-12,print_regional,5678,,,
2021-04-12,radio,3839,,,
2021-04-19,search_brand,596,49667,33,3150.092553
2021-04-19,search_generic,2905,145250,114,10844.802813
2021-04-19,meta,2233,372167,107,10177.944896
2021-04-19,display_video,1128,282000,67,6371.888342
2021-04-19,print_regional,0,,,
2021-04-19,radio,3727,,,
2021-04-26,search_brand,693,57750,38,3588.851323
2021-04-26,search_generic,2870,143500,115,10949.300856
2021-04-26,meta,2142,357000,109,10325.391254
2021-04-26,display_video,1463,365750,73,6904.422801
2021-04-26,print_regional,0,,,
2021-04-26,radio,0,,,
2021-05-03,search_brand,799,66583,39,3666.570503
2021-05-03,search_generic,3446,172300,121,11497.994932
2021-05-03,meta,4086,681000,127,12078.452387
2021-05-03,display_video,992,248000,68,6450.688145
2021-05-03,print_regional,5504,,,
2021-05-03,radio,0,,,
2021-05-10,search_brand,680,56667,36,3419.213757
2021-05-10,search_generic,2817,140850,114,10869.662536
2021-05-10,meta,1926,321000,113,10745.368470
2021-05-10,display_video,1098,274500,67,6400.796756
2021-05-10,print_regional,5356,,,
2021-05-10,radio,0,,,
2021-05-17,search_brand,628,52333,36,3410.854399
2021-05-17,search_generic,3095,154750,119,11284.739454
2021-05-17,meta,1894,315667,108,10224.785042
2021-05-17,display_video,1417,354250,72,6859.679785
2021-05-17,print_regional,0,,,
2021-05-17,radio,0,,,
2021-05-24,search_brand,695,57917,37,3548.927455
2021-05-24,search_generic,3368,168400,122,11624.578725
2021-05-24,meta,1971,328500,106,10051.591030
2021-05-24,display_video,1248,312000,72,6813.309797
2021-05-24,print_regional,0,,,
2021-05-24,radio,0,,,
2021-05-31,search_brand,751,62583,39,3741.271294
2021-05-31,search_generic,2759,137950,115,10891.961507
2021-05-31,meta,2314,385667,110,10464.477999
2021-05-31,display_video,1253,313250,72,6809.157383
2021-05-31,print_regional,0,,,
2021-05-31,radio,0,,,
2021-06-07,search_brand,712,59333,37,3482.333946
2021-06-07,search_generic,2330,116500,105,9953.834207
2021-06-07,meta,1777,296167,103,9788.297242
2021-06-07,display_video,1146,286500,70,6633.006144
2021-06-07,print_regional,5223,,,
2021-06-07,radio,0,,,
2021-06-14,search_brand,700,58333,36,3416.575464
2021-06-14,search_generic,2432,121600,105,9933.610972
2021-06-14,meta,3557,592833,122,11576.123786
2021-06-14,display_video,1345,336250,72,6823.801321
2021-06-14,print_regional,4767,,,
2021-06-14,radio,0,,,
2021-06-21,search_brand,615,51250,35,3308.141948
2021-06-21,search_generic,2231,111550,102,9693.417992
2021-06-21,meta,2585,430833,119,11302.978844
2021-06-21,display_video,1050,262500,69,6542.559839
2021-06-21,print_regional,0,,,
2021-06-21,radio,0,,,
2021-06-28,search_brand,730,60833,38,3616.663931
2021-06-28,search_generic,2747,137350,110,10475.768582
2021-06-28,meta,2234,372333,113,10768.132145
2021-06-28,display_video,1348,337000,72,6803.725369
2021-06-28,print_regional,0,,,
2021-06-28,radio,0,,,
2021-07-05,search_brand,729,60750,39,3663.907855
2021-07-05,search_generic,2403,120150,106,10081.458227
2021-07-05,meta,2217,369500,111,10574.560870
2021-07-05,display_video,1222,305500,71,6759.573752
2021-07-05,print_regional,0,,,
2021-07-05,radio,0,,,
2021-07-12,search_brand,780,65000,40,3814.747777
2021-07-12,search_generic,2712,135600,111,10508.280680
2021-07-12,meta,1844,307333,105,10008.653625
2021-07-12,display_video,1175,293750,70,6673.453804
2021-07-12,print_regional,0,,,
2021-07-12,radio,0,,,
2021-07-19,search_brand,789,65750,40,3801.050103
2021-07-19,search_generic,2607,130350,109,10386.727744
2021-07-19,meta,2258,376333,109,10344.285568
2021-07-19,display_video,1123,280750,69,6548.401879
2021-07-19,print_regional,0,,,
2021-07-19,radio,0,,,
2021-07-26,search_brand,741,61750,37,3550.624527
2021-07-26,search_generic,2504,125200,107,10123.324038
2021-07-26,meta,3251,541833,120,11415.787803
2021-07-26,display_video,1347,336750,71,6781.009541
2021-07-26,print_regional,0,,,
2021-07-26,radio,3528,,,
2021-08-02,search_brand,601,50083,33,3102.807149
2021-08-02,search_generic,2693,134650,109,10351.341359
2021-08-02,meta,1552,258667,104,9924.297601
2021-08-02,display_video,1254,313500,71,6769.041494
2021-08-02,print_regional,5598,,,
2021-08-02,radio,3180,,,
2021-08-09,search_brand,614,51167,33,3119.279264
2021-08-09,search_generic,2438,121900,105,10020.215036
2021-08-09,meta,1717,286167,100,9535.059882
2021-08-09,display_video,1145,286250,70,6624.433882
2021-08-09,print_regional,5994,,,
2021-08-09,radio,2872,,,
2021-08-16,search_brand,634,52833,35,3295.450566
2021-08-16,search_generic,2712,135600,110,10478.513123
2021-08-16,meta,2425,404167,110,10437.365822
2021-08-16,display_video,1222,305500,70,6678.185308
2021-08-16,print_regional,0,,,
2021-08-16,radio,0,,,
2021-08-23,search_brand,718,59833,39,3694.369310
2021-08-23,search_generic,2234,111700,104,9849.296458
2021-08-23,meta,2050,341667,108,10289.684221
2021-08-23,display_video,1046,261500,68,6460.063467
2021-08-23,print_regional,0,,,
2021-08-23,radio,0,,,
2021-08-30,search_brand,653,54417,36,3455.349647
2021-08-30,search_generic,2349,117450,104,9871.947533
2021-08-30,meta,1720,286667,102,9711.319667
2021-08-30,display_video,1397,349250,72,6836.589475
2021-08-30,print_regional,0,,,
2021-08-30,radio,0,,,
2021-09-06,search_brand,779,64917,39,3676.969173
2021-09-06,search_generic,2743,137150,110,10433.979781
2021-09-06,meta,3493,582167,122,11545.833806
2021-09-06,display_video,1412,353000,74,6996.905174
2021-09-06,print_regional,3594,,,
2021-09-06,radio,0,,,
2021-09-13,search_brand,715,59583,38,3601.934380
2021-09-13,search_generic,2077,103850,100,9488.371660
2021-09-13,meta,2135,355833,113,10759.176385
2021-09-13,display_video,1375,343750,74,7054.088013
2021-09-13,print_regional,4314,,,
2021-09-13,radio,0,,,
2021-09-20,search_brand,722,60167,38,3630.167391
2021-09-20,search_generic,2595,129750,107,10211.566451
2021-09-20,meta,2354,392333,113,10731.713110
2021-09-20,display_video,1248,312000,73,6921.249035
2021-09-20,print_regional,0,,,
2021-09-20,radio,0,,,
2021-09-27,search_brand,745,62083,39,3751.770789
2021-09-27,search_generic,2417,120850,106,10077.009801
2021-09-27,meta,1510,251667,101,9599.529326
2021-09-27,display_video,1281,320250,73,6905.867050
2021-09-27,print_regional,0,,,
2021-09-27,radio,0,,,
2021-10-04,search_brand,720,60000,38,3651.505925
2021-10-04,search_generic,2390,119500,105,9977.832093
2021-10-04,meta,2401,400167,110,10440.505658
2021-10-04,display_video,1000,250000,68,6496.182131
2021-10-04,print_regional,0,,,
2021-10-04,radio,0,,,
2021-10-11,search_brand,615,51250,34,3186.627521
2021-10-11,search_generic,2359,117950,103,9808.324964
2021-10-11,meta,2279,379833,110,10429.299378
2021-10-11,display_video,1149,287250,68,6483.454200
2021-10-11,print_regional,5330,,,
2021-10-11,radio,0,,,
2021-10-18,search_brand,847,70583,39,3717.999994
2021-10-18,search_generic,2758,137900,109,10384.330559
2021-10-18,meta,3391,565167,121,11530.863261
2021-10-18,display_video,1168,292000,68,6502.771876
2021-10-18,print_regional,5181,,,
2021-10-18,radio,4397,,,
2021-10-25,search_brand,788,65667,39,3742.747989
2021-10-25,search_generic,2192,109600,102,9662.269484
2021-10-25,meta,1880,313333,110,10463.666109
2021-10-25,display_video,1185,296250,69,6558.946041
2021-10-25,print_regional,0,,,
2021-10-25,radio,3632,,,
2021-11-01,search_brand,791,65917,39,3734.503170
2021-11-01,search_generic,2667,133350,108,10291.533215
2021-11-01,meta,2147,357833,109,10335.555015
2021-11-01,display_video,1300,325000,71,6736.007160
2021-11-01,print_regional,0,,,
2021-11-01,radio,3081,,,
2021-11-08,search_brand,655,54583,35,3361.251520
2021-11-08,search_generic,2595,129750,108,10293.963112
2021-11-08,meta,1914,319000,105,9980.949663
2021-11-08,display_video,1139,284750,69,6601.105398
2021-11-08,print_regional,0,,,
2021-11-08,radio,3589,,,
2021-11-15,search_brand,589,49083,33,3120.593111
2021-11-15,search_generic,2414,120700,105,10006.450866
2021-11-15,meta,2041,340167,106,10030.617747
2021-11-15,display_video,1094,273500,68,6468.877196
2021-11-15,print_regional,0,,,
2021-11-15,radio,3595,,,
2021-11-22,search_brand,610,50833,34,3192.409810
2021-11-22,search_generic,2482,124100,106,10083.322771
2021-11-22,meta,1682,280333,100,9546.131246
2021-11-22,display_video,1386,346500,72,6818.016418
2021-11-22,print_regional,0,,,
2021-11-22,radio,3696,,,
2021-11-29,search_brand,637,53083,31,3213.796161
2021-11-29,search_generic,3891,194550,113,11911.423014
2021-11-29,meta,4853,808833,119,12519.840483
2021-11-29,display_video,1158,289500,63,6658.481673
2021-11-29,print_regional,4751,,,
2021-11-29,radio,3585,,,
2021-12-06,search_brand,753,62750,34,3555.644459
2021-12-06,search_generic,3630,181500,114,11924.418025
2021-12-06,meta,3729,621500,118,12430.970001
2021-12-06,display_video,1108,277000,62,6516.012581
2021-12-06,print_regional,6222,,,
2021-12-06,radio,3091,,,
2021-12-13,search_brand,754,62833,35,3644.032607
2021-12-13,search_generic,3446,172300,112,11777.482193
2021-12-13,meta,3051,508500,114,11977.657084
2021-12-13,display_video,901,225250,58,6128.670116
2021-12-13,print_regional,4809,,,
2021-12-13,radio,3591,,,
2021-12-20,search_brand,788,65667,36,3786.561780
2021-12-20,search_generic,3806,190300,116,12185.450212
2021-12-20,meta,3067,511167,113,11847.141804
2021-12-20,display_video,999,249750,58,6087.953339
2021-12-20,print_regional,5332,,,
2021-12-20,radio,0,,,
2021-12-27,search_brand,829,69083,42,3971.947987
2021-12-27,search_generic,2331,116550,109,10391.583677
2021-12-27,meta,2153,358833,115,10934.374827
2021-12-27,display_video,1170,292500,67,6348.118534
2021-12-27,print_regional,0,,,
2021-12-27,radio,0,,,
2022-01-03,search_brand,731,60917,39,3695.538547
2022-01-03,search_generic,2417,120850,106,10087.914955
2022-01-03,meta,2401,400167,114,10845.235777
2022-01-03,display_video,1245,311250,69,6571.000641
2022-01-03,print_regional,0,,,
2022-01-03,radio,0,,,
2022-01-10,search_brand,721,60083,38,3569.062141
2022-01-10,search_generic,2511,125550,107,10130.859620
2022-01-10,meta,3879,646500,128,12137.475743
2022-01-10,display_video,936,234000,65,6202.139690
2022-01-10,print_regional,0,,,
2022-01-10,radio,0,,,
2022-01-17,search_brand,678,56500,37,3470.635003
2022-01-17,search_generic,2647,132350,109,10388.764912
2022-01-17,meta,1691,281833,111,10499.065044
2022-01-17,display_video,1201,300250,68,6441.973865
2022-01-17,print_regional,0,,,
2022-01-17,radio,0,,,
2022-01-24,search_brand,680,56667,35,3345.592029
2022-01-24,search_generic,2863,143150,112,10657.072985
2022-01-24,meta,1966,327667,106,10079.173888
2022-01-24,display_video,1253,313250,69,6600.948745
2022-01-24,print_regional,4162,,,
2022-01-24,radio,0,,,
2022-01-31,search_brand,631,52583,34,3183.531325
2022-01-31,search_generic,2569,128450,108,10278.533339
2022-01-31,meta,2021,336833,105,10000.958066
2022-01-31,display_video,1128,282000,69,6508.683292
2022-01-31,print_regional,6085,,,
2022-01-31,radio,0,,,
2022-02-07,search_brand,731,60917,38,3651.208044
2022-02-07,search_generic,2523,126150,108,10269.747925
2022-02-07,meta,2229,371500,109,10363.448400
2022-02-07,display_video,1212,303000,70,6617.343255
2022-02-07,print_regional,0,,,
2022-02-07,radio,0,,,
2022-02-14,search_brand,719,59917,38,3643.661881
2022-02-14,search_generic,2664,133200,110,10469.741731
2022-02-14,meta,1820,303333,104,9891.140771
2022-02-14,display_video,1415,353750,73,6928.450771
2022-02-14,print_regional,0,,,
2022-02-14,radio,0,,,
2022-02-21,search_brand,676,56333,36,3455.710460
2022-02-21,search_generic,2557,127850,108,10292.830220
2022-02-21,meta,3714,619000,125,11830.688996
2022-02-21,display_video,1091,272750,70,6630.924132
2022-02-21,print_regional,0,,,
2022-02-21,radio,0,,,
2022-02-28,search_brand,651,54250,36,3465.754574
2022-02-28,search_generic,2162,108100,102,9659.673135
2022-02-28,meta,2068,344667,114,10833.136122
2022-02-28,display_video,948,237000,66,6280.589398
2022-02-28,print_regional,0,,,
2022-02-28,radio,0,,,
2022-03-07,search_brand,727,60583,38,3647.255564
2022-03-07,search_generic,2379,118950,104,9879.461850
2022-03-07,meta,2414,402333,114,10824.603133
2022-03-07,display_video,1146,286500,67,6395.632131
2022-03-07,print_regional,0,,,
2022-03-07,radio,0,,,
2022-03-14,search_brand,778,64833,41,3905.924382
2022-03-14,search_generic,2252,112600,103,9753.547688
2022-03-14,meta,1217,202833,97,9177.334200
2022-03-14,display_video,1070,267500,67,6346.813423
2022-03-14,print_regional,0,,,
2022-03-14,radio,0,,,
2022-03-21,search_brand,705,58750,38,3620.639082
2022-03-21,search_generic,2639,131950,109,10332.360649
2022-03-21,meta,2024,337333,103,9805.441136
2022-03-21,display_video,1195,298750,68,6496.282391
2022-03-21,print_regional,0,,,
2022-03-21,radio,0,,,
2022-03-28,search_brand,717,59750,39,3673.893764
2022-03-28,search_generic,2755,137750,112,10649.035917
2022-03-28,meta,2102,350333,107,10117.940265
2022-03-28,display_video,1307,326750,71,6735.836585
2022-03-28,print_regional,0,,,
2022-03-28,radio,0,,,
2022-04-04,search_brand,667,55583,36,3440.250989
2022-04-04,search_generic,3071,153550,117,11088.705045
2022-04-04,meta,3802,633667,126,11955.978473
2022-04-04,display_video,1336,334000,72,6865.914663
2022-04-04,print_regional,0,,,
2022-04-04,radio,0,,,
2022-04-11,search_brand,685,57083,35,3368.349713
2022-04-11,search_generic,2794,139700,113,10699.891437
2022-04-11,meta,1997,332833,112,10681.427125
2022-04-11,display_video,1251,312750,72,6804.305555
2022-04-11,print_regional,4502,,,
2022-04-11,radio,3569,,,
2022-04-18,search_brand,681,56750,35,3358.833291
2022-04-18,search_generic,3160,158000,117,11139.408439
2022-04-18,meta,1751,291833,104,9888.976289
2022-04-18,display_video,1413,353250,74,6990.852056
2022-04-18,print_regional,4897,,,
2022-04-18,radio,3042,,,
2022-04-25,search_brand,683,56917,36,3381.962474
2022-04-25,search_generic,2807,140350,113,10764.065793
2022-04-25,meta,2201,366833,107,10200.532898
2022-04-25,display_video,1257,314250,73,6889.666700
2022-04-25,print_regional,5549,,,
2022-04-25,radio,3038,,,
2022-05-02,search_brand,664,55333,35,3336.384440
2022-05-02,search_generic,3051,152550,116,11030.809934
2022-05-02,meta,2111,351833,107,10185.123360
2022-05-02,display_video,1357,339250,73,6966.617778
2022-05-02,print_regional,5681,,,
2022-05-02,radio,0,,,
2022-05-09,search_brand,724,60333,39,3708.376050
2022-05-09,search_generic,2760,138000,114,10833.719666
2022-05-09,meta,1748,291333,103,9781.996329
2022-05-09,display_video,1255,313750,73,6909.757812
2022-05-09,print_regional,0,,,
2022-05-09,radio,0,,,
2022-05-16,search_brand,778,64833,41,3855.960252
2022-05-16,search_generic,2723,136150,113,10688.458208
2022-05-16,meta,3192,532000,120,11408.995114
2022-05-16,display_video,1244,311000,72,6845.047564
2022-05-16,print_regional,0,,,
2022-05-16,radio,0,,,
2022-05-23,search_brand,643,53583,35,3315.280875
2022-05-23,search_generic,2719,135950,111,10534.174120
2022-05-23,meta,2167,361167,112,10639.540804
2022-05-23,display_video,1126,281500,70,6625.960993
2022-05-23,print_regional,5294,,,
2022-05-23,radio,0,,,
2022-05-30,search_brand,784,65333,39,3689.658021
2022-05-30,search_generic,3003,150150,115,10941.913619
2022-05-30,meta,1740,290000,104,9867.118047
2022-05-30,display_video,1203,300750,70,6638.346211
2022-05-30,print_regional,4748,,,
2022-05-30,radio,0,,,
2022-06-06,search_brand,676,56333,37,3546.819845
2022-06-06,search_generic,2368,118400,107,10158.297993
2022-06-06,meta,2195,365833,108,10280.594671
2022-06-06,display_video,1116,279000,69,6539.702240
2022-06-06,print_regional,0,,,
2022-06-06,radio,0,,,
2022-06-13,search_brand,678,56500,37,3550.161922
2022-06-13,search_generic,2587,129350,109,10356.613866
2022-06-13,meta,2455,409167,113,10721.051639
2022-06-13,display_video,1158,289500,69,6545.650400
2022-06-13,print_regional,0,,,
2022-06-13,radio,0,,,
2022-06-20,search_brand,571,47583,34,3184.198700
2022-06-20,search_generic,2240,112000,103,9792.212608
2022-06-20,meta,2062,343667,109,10361.426040
2022-06-20,display_video,1213,303250,70,6624.455297
2022-06-20,print_regional,0,,,
2022-06-20,radio,0,,,
2022-06-27,search_brand,555,46250,32,3050.624706
2022-06-27,search_generic,2598,129900,108,10261.693423
2022-06-27,meta,3669,611500,126,11926.196235
2022-06-27,display_video,1375,343750,72,6872.851887
2022-06-27,print_regional,0,,,
2022-06-27,radio,0,,,
2022-07-04,search_brand,744,62000,39,3696.766686
2022-07-04,search_generic,2376,118800,105,10011.647044
2022-07-04,meta,2038,339667,114,10811.204638
2022-07-04,display_video,1164,291000,71,6719.044669
2022-07-04,print_regional,0,,,
2022-07-04,radio,0,,,
2022-07-11,search_brand,635,52917,35,3370.335714
2022-07-11,search_generic,2751,137550,111,10543.940017
2022-07-11,meta,2416,402667,114,10815.044149
2022-07-11,display_video,1295,323750,72,6814.175134
2022-07-11,print_regional,0,,,
2022-07-11,radio,0,,,
2022-07-18,search_brand,748,62333,39,3713.391694
2022-07-18,search_generic,2704,135200,111,10587.306503
2022-07-18,meta,2421,403500,114,10832.856606
2022-07-18,display_video,1016,254000,68,6473.459451
2022-07-18,print_regional,0,,,
2022-07-18,radio,0,,,
2022-07-25,search_brand,703,58583,38,3587.163920
2022-07-25,search_generic,2457,122850,107,10186.771083
2022-07-25,meta,2025,337500,109,10339.574995
2022-07-25,display_video,1159,289750,69,6508.538300
2022-07-25,print_regional,0,,,
2022-07-25,radio,0,,,
2022-08-01,search_brand,715,59583,38,3589.903633
2022-08-01,search_generic,2522,126100,107,10201.223748
2022-08-01,meta,2223,370500,110,10413.532280
2022-08-01,display_video,1393,348250,72,6845.328797
2022-08-01,print_regional,0,,,
2022-08-01,radio,0,,,
2022-08-08,search_brand,780,65000,38,3619.026555
2022-08-08,search_generic,2549,127450,107,10147.911574
2022-08-08,meta,3613,602167,123,11731.953675
2022-08-08,display_video,1254,313500,72,6792.993613
2022-08-08,print_regional,4714,,,
2022-08-08,radio,0,,,
2022-08-15,search_brand,696,58000,36,3448.384885
2022-08-15,search_generic,2593,129650,108,10252.303852
2022-08-15,meta,1851,308500,110,10489.768628
2022-08-15,display_video,929,232250,67,6327.013808
2022-08-15,print_regional,4498,,,
2022-08-15,radio,0,,,
2022-08-22,search_brand,504,42000,31,2936.680733
2022-08-22,search_generic,2445,122250,107,10146.000479
2022-08-22,meta,2230,371667,111,10542.064718
2022-08-22,display_video,1197,299250,69,6511.171556
2022-08-22,print_regional,0,,,
2022-08-22,radio,0,,,
2022-08-29,search_brand,596,49667,34,3205.861409
2022-08-29,search_generic,2719,135950,111,10544.500592
2022-08-29,meta,1973,328833,107,10178.255154
2022-08-29,display_video,1165,291250,69,6535.494430
2022-08-29,print_regional,0,,,
2022-08-29,radio,0,,,
2022-09-05,search_brand,758,63167,38,3591.065452
2022-09-05,search_generic,2398,119900,105,10003.190953
2022-09-05,meta,1745,290833,102,9652.032116
2022-09-05,display_video,1024,256000,66,6315.263746
2022-09-05,print_regional,4538,,,
2022-09-05,radio,2805,,,
2022-09-12,search_brand,820,68333,40,3775.273329
2022-09-12,search_generic,2115,105750,99,9409.592237
2022-09-12,meta,1551,258500,97,9173.208219
2022-09-12,display_video,938,234500,64,6072.750871
2022-09-12,print_regional,5644,,,
2022-09-12,radio,3094,,,
2022-09-19,search_brand,694,57833,36,3451.921397
2022-09-19,search_generic,2549,127450,106,10041.913166
2022-09-19,meta,3898,649667,124,11776.670042
2022-09-19,display_video,1059,264750,65,6147.349177
2022-09-19,print_regional,0,,,
2022-09-19,radio,3706,,,
2022-09-26,search_brand,658,54833,37,3503.359126
2022-09-26,search_generic,2478,123900,107,10181.554515
2022-09-26,meta,1711,285167,110,10414.241769
2022-09-26,display_video,1041,260250,65,6183.464502
2022-09-26,print_regional,0,,,
2022-09-26,radio,0,,,
2022-10-03,search_brand,616,51333,34,3219.702547
2022-10-03,search_generic,2666,133300,109,10376.921593
2022-10-03,meta,1667,277833,102,9649.170121
2022-10-03,display_video,1309,327250,69,6572.855299
2022-10-03,print_regional,0,,,
2022-10-03,radio,3261,,,
2022-10-10,search_brand,733,61083,37,3546.926559
2022-10-10,search_generic,2619,130950,109,10351.873930
2022-10-10,meta,1921,320167,103,9754.064665
2022-10-10,display_video,1289,322250,71,6726.569424
2022-10-10,print_regional,0,,,
2022-10-10,radio,3407,,,
2022-10-17,search_brand,592,49333,33,3151.118029
2022-10-17,search_generic,2526,126300,107,10201.833767
2022-10-17,meta,2222,370333,107,10196.071264
2022-10-17,display_video,1298,324500,72,6813.363846
2022-10-17,print_regional,0,,,
2022-10-17,radio,3392,,,
2022-10-24,search_brand,625,52083,35,3358.281017
2022-10-24,search_generic,2521,126050,108,10276.575502
2022-10-24,meta,1482,247000,98,9348.910023
2022-10-24,display_video,1364,341000,73,6970.407589
2022-10-24,print_regional,0,,,
2022-10-24,radio,0,,,
2022-10-31,search_brand,708,59000,37,3538.786128
2022-10-31,search_generic,2525,126250,107,10208.880026
2022-10-31,meta,3791,631833,124,11812.607342
2022-10-31,display_video,875,218750,67,6334.854585
2022-10-31,print_regional,0,,,
2022-10-31,radio,0,,,
2022-11-07,search_brand,706,58833,37,3492.405283
2022-11-07,search_generic,2368,118400,104,9905.218388
2022-11-07,meta,2117,352833,113,10779.036440
2022-11-07,display_video,1161,290250,68,6434.758171
2022-11-07,print_regional,0,,,
2022-11-07,radio,3659,,,
2022-11-14,search_brand,684,57000,36,3440.924712
2022-11-14,search_generic,2257,112850,102,9667.645679
2022-11-14,meta,1635,272500,103,9785.560396
2022-11-14,display_video,1253,313250,70,6616.738960
2022-11-14,print_regional,0,,,
2022-11-14,radio,3749,,,
2022-11-21,search_brand,764,63667,39,3709.932922
2022-11-21,search_generic,2336,116800,103,9788.399967
2022-11-21,meta,1658,276333,99,9434.422823
2022-11-21,display_video,1101,275250,68,6493.122220
2022-11-21,print_regional,0,,,
2022-11-21,radio,3444,,,
2022-11-28,search_brand,625,52083,31,3258.752472
2022-11-28,search_generic,3732,186600,112,11736.768560
2022-11-28,meta,2948,491333,104,10953.499435
2022-11-28,display_video,1108,277000,61,6428.543929
2022-11-28,print_regional,4355,,,
2022-11-28,radio,3505,,,
2022-12-05,search_brand,629,52417,31,3225.309366
2022-12-05,search_generic,3297,164850,110,11527.826781
2022-12-05,meta,3580,596667,113,11891.840474
2022-12-05,display_video,1082,270500,61,6360.036073
2022-12-05,print_regional,4310,,,
2022-12-05,radio,4184,,,
2022-12-12,search_brand,675,56250,32,3364.729915
2022-12-12,search_generic,3663,183150,114,11917.986571
2022-12-12,meta,5325,887500,126,13245.188708
2022-12-12,display_video,1227,306750,62,6542.196305
2022-12-12,print_regional,4968,,,
2022-12-12,radio,3573,,,
2022-12-19,search_brand,704,58667,34,3549.101379
2022-12-19,search_generic,3554,177700,114,11956.765663
2022-12-19,meta,3326,554333,119,12537.594604
2022-12-19,display_video,1193,298250,63,6594.262721
2022-12-19,print_regional,4993,,,
2022-12-19,radio,0,,,
2022-12-26,search_brand,680,56667,37,3524.219691
2022-12-26,search_generic,2482,124100,111,10561.957074
2022-12-26,meta,2283,380500,120,11386.315111
2022-12-26,display_video,1386,346500,72,6883.977968
2022-12-26,print_regional,0,,,
2022-12-26,radio,0,,,
2023-01-02,search_brand,820,68333,42,3983.384909
2023-01-02,search_generic,2337,116850,106,10030.776353
2023-01-02,meta,1524,254000,105,9951.587999
2023-01-02,display_video,1261,315250,72,6859.647016
2023-01-02,print_regional,0,,,
2023-01-02,radio,0,,,
