week_start,channel,spend_eur,impressions,platform_conversions,platform_revenue_eur
2023-04-17,display_video,1231,307750,1,66.553931
2023-04-17,print_regional,0,,,
2023-04-17,radio,0,,,
2023-04-24,search_brand,682,56833,38,3634.872120
2023-04-24,search_generic,3111,155550,120,11385.299365
2023-04-24,meta,1883,313833,105,9941.903682
2023-04-24,display_video,1195,298750,1,73.929239
2023-04-24,print_regional,0,,,
2023-04-24,radio,0,,,
2023-05-01,search_brand,637,53083,35,3279.718391
2023-05-01,search_generic,2938,146900,116,10977.366577
2023-05-01,meta,1943,323833,104,9843.140234
2023-05-01,display_video,1154,288500,0,37.278047
2023-05-01,print_regional,4782,,,
2023-05-01,radio,0,,,
2023-05-08,search_brand,719,59917,36,3445.192895
2023-05-08,search_generic,2974,148700,115,10930.611226
2023-05-08,meta,2120,353333,106,10051.475493
2023-05-08,display_video,1283,320750,0,30.193657
2023-05-08,print_regional,4726,,,
2023-05-08,radio,3916,,,
2023-05-15,search_brand,598,49833,33,3180.040104
2023-05-15,search_generic,3049,152450,117,11100.918930
2023-05-15,meta,3526,587667,123,11683.759639
2023-05-15,display_video,1572,393000,1,55.040548
2023-05-15,print_regional,0,,,
2023-05-15,radio,3432,,,
2023-05-22,search_brand,640,53333,34,3273.029418
2023-05-22,search_generic,2941,147050,115,10965.860944
2023-05-22,meta,2803,467167,121,11451.329864
2023-05-22,display_video,1182,295500,0,39.765765
2023-05-22,print_regional,0,,,
2023-05-22,radio,3465,,,
2023-05-29,search_brand,689,57417,36,3423.482073
2023-05-29,search_generic,2879,143950,114,10850.208994
2023-05-29,meta,1520,253333,104,9927.278716
2023-05-29,display_video,1174,293500,0,38.441863
2023-05-29,print_regional,5083,,,
2023-05-29,radio,0,,,
2023-06-05,search_brand,770,64167,38,3619.602098
2023-06-05,search_generic,2943,147150,115,10884.910913
2023-06-05,meta,2177,362833,107,10177.123244
2023-06-05,display_video,1228,307000,0,33.331456
2023-06-05,print_regional,4795,,,
2023-06-05,radio,0,,,
2023-06-12,search_brand,614,51167,36,3394.025656
2023-06-12,search_generic,2556,127800,111,10499.794017
2023-06-12,meta,2152,358667,109,10359.938508
2023-06-12,display_video,995,248750,1,58.630175
2023-06-12,print_regional,0,,,
2023-06-12,radio,0,,,
2023-06-19,search_brand,671,55917,37,3529.186061
2023-06-19,search_generic,2328,116400,105,9991.457822
2023-06-19,meta,1574,262333,100,9528.329631
2023-06-19,display_video,1131,282750,1,64.243369
2023-06-19,print_regional,0,,,
2023-06-19,radio,0,,,
2023-06-26,search_brand,674,56167,36,3427.674531
2023-06-26,search_generic,3137,156850,116,11055.407369
2023-06-26,meta,3441,573500,121,11502.914740
2023-06-26,display_video,1141,285250,0,44.090774
2023-06-26,print_regional,0,,,
2023-06-26,radio,0,,,
